global_ids,X,Y,Z,areas,gyrations,volumes,ax1s,ax2s,Train,Outlier
3Egy$LBd99weR14rW4bt8q,0.324,0.548999853,4.778,4.417338621,0.106917763,0.198117445,22.29656569,0.539668597,train,1
3Egy$LBd99weR14rW4bmzE,18.506,0.324,4.668,152.350428,5.402128259,8.931491592,17.05766908,0.604840547,train,1
2O2Fr$t4X7Zf8NOew3FLKI,1.819,0.324,3.1,10.510912,0.468733844,0.5821924,18.05401788,0.805118453,train,1
2O2Fr$t4X7Zf8NOew3FLJd,2.165,0.324,3.1,9.59616,0.55499422,0.488913648,19.62751508,1.135157961,train,1
3LbNSBzHHBSuzhUUvuwAYU,0.467,20.3,5.337,201.7789487,5.664273107,24.16349209,8.350570687,0.234414508,train,1
3Egy$LBd99weR14rW4bqvO,0.324,2.929,4.668,26.1712,0.788607264,1.511953328,17.30952901,0.521581751,train,1
0tIhQ6hmz02e5gznEed5yE,0.254,0.482451851,4.668,3.037038536,0.083013577,0.068147723,44.56551749,1.218141614,train,1
3LbNSBzHHBSuzhUUvuwFxs,0.324,4.122,4.668,37.127712,1.132749605,2.172913504,17.08660374,0.521304508,train,1
0UkNSLJf55phwJDF$vXKDq,1.2745,0.254,4.778,10.448592,0.310572891,0.265629294,39.33523989,1.16919669,train,1
0tIhQ6hmz02e5gznEedAdA,0.254,0.606,2.7,2.343848,0.118234231,0.05481,42.76314541,2.157165313,train,1
3Egy$LBd99weR14rW4bemN,3.009,0.324,4.778,27.55118,0.811678148,1.594590648,17.27790141,0.50901976,train,1
3LbNSBzHHBSuzhUUvuwDal,6.142,0.324,4.668,55.679392,1.715681109,3.292058144,16.91324684,0.521157596,train,1
33Mpin_v5ALuIadSCoVpiL,5.95,0.375,2.8,28.127,1.821834962,2.1567,13.04168405,0.844732676,train,1
1uDBQ9y7vCyxXlpVEuenHM,1.431,0.254,4.668,11.615708,0.355700834,0.297005832,39.10935998,1.197622389,train,1
0ztdC3L1HAzhbhMHypqcD5,1.91,0.324,4.668,13.436716,0.513656891,0.70527108,19.05184599,0.728311291,train,1
0GqcYYjeX4e8lXEYRY1v6V,0.324,1.620548149,1.85,5.449304834,0.411636272,0.290644151,18.74906069,1.416289542,train,1
2d8HbdSu9Fr9Na0iagzexB,0.254,0.606,4.778,4.255608,0.118234231,0.100368072,42.40001741,1.178006396,train,1
2d8HbdSu9Fr9Na0iagzNyk,0.324,0.444759694,4.778,3.437064163,0.079206117,0.138943225,24.73718428,0.570061024,train,1
3Egy$LBd99weR14rW4brrF,0.554,0.324,4.668,4.3592,0.108278961,0.196127328,22.22637735,0.552085025,train,1
1qc5HjZvrCsga38tqxQ30a,0.606,0.254,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
3LbNSBzHHBSuzhUUvuwDT4,2.868000143,0.324,4.668,25.61097731,0.771016686,1.478157455,17.32628498,0.521606601,train,1
3Nzv8K$tX09RGOmPX1Qm0C,0.3,2.124976774,2.8,6.655874578,0.718693177,0.270393961,24.61547051,2.657948327,train,1
0penLFwvv2QBPM5QOZh6vt,0.3,2.124976774,2.8,6.655874578,0.718693177,0.270393961,24.61547051,2.657948327,train,1
3Egy$LBd99weR14rW4bmUv,0.324,2.116,4.668,18.704608,0.554258664,1.061525312,17.62050117,0.522134195,train,1
3NhaIUfh12PAdrGa$S3zU9,0.254,6.552085349,4.778,58.7026768,1.832707411,1.539707694,38.12585794,1.190295677,train,1
3Egy$LBd99weR14rW4bgCx,5.844003082,0.254,4.778,52.78046855,1.62935792,1.39526529,37.82826745,1.167776431,train,1
2d8HbdSu9Fr9Na0iagzMRO,0.254,1.176,4.88,9.746208,0.28217784,0.24665472,39.51356779,1.144019623,train,1
3Egy$LBd99weR14rW4bnPB,0.324,7.896499307,4.668,61.66474963,2.231423246,3.537735984,17.43056857,0.630748947,train,1
3LbNSBzHHBSuzhUUvuwCjY,0.324,0.732584459,4.668,5.982262634,0.1573279,0.294024408,20.34614294,0.535084487,train,1
3LbNSBzHHBSuzhUUvuwCWA,0.324,1.717,4.668,15.040192,0.439380719,0.840466544,17.89505139,0.522781927,train,1
3Egy$LBd99weR14rW4bsfV,0.9024,0.254,4.668,6.8350496,0.203363746,0.169469453,40.33204502,1.200002378,train,1
2$FBrUmUz2c9e1OcADYmrb,1.814840388,6.878359876,0.868,10.72196554,1.862092151,0.549729542,19.50407377,3.387287766,train,1
2d8HbdSu9Fr9Na0iagzM6M,0.254,0.636,4.778,4.533528,0.126824025,0.107784432,42.061065,1.176645112,train,1
3Egy$LBd99weR14rW4bru4,7.289,0.324,4.668,59.461464,2.149736768,3.443285568,17.26881574,0.62432718,train,1
0FjJ0UB3L9TeJ_1ozA7uz6,0.3,5.030023226,2.72,25.66575486,1.387427928,1.210865853,21.19620005,1.145814728,train,1
3Egy$LBd99weR14rW4bs_8,6.303,0.324,4.668,50.40604,1.884733301,2.897010016,17.39933232,0.650578801,train,1
2d8HbdSu9Fr9Na0iagzM3L,0.606,0.254,4.778,4.255608,0.118234231,0.100368072,42.40001741,1.178006396,train,1
3NhaIUfh12PAdrGa$S3xec,5.33,0.324,4.778,49.377864,1.481335996,2.91215736,16.9557678,0.50867306,train,1
27g8JPogH2sRmbuownoCog,0.35,7.38,2.72,38.60934545,2.030309841,2.65734,14.52932084,0.764038415,train,1
3Egy$LBd99weR14rW4bow4,0.324,8.813,4.668,70.081892,2.474175938,4.045506696,17.32339043,0.611586168,train,1
0tIhQ6hmz02e5gznEedAZ1,0.254,1.066,2.7,4.693528,0.250478209,0.11691,40.14650586,2.142487463,train,1
2d8HbdSu9Fr9Na0iagzerk,0.254,0.482,4.778,3.106872,0.082885463,0.069713784,44.56610762,1.18893938,train,1
2d8HbdSu9Fr9Na0iagzMJq,0.254,0.796,4.88,6.148368,0.172755125,0.15062112,40.82009216,1.146951539,train,1
1uDBQ9y7vCyxXlpVEuenFI,0.254,0.56,4.668,3.738384,0.105085679,0.08685792,43.04022017,1.209857194,train,1
3Egy$LBd99weR14rW4bszJ,9.8684,0.368,4.668,91.1466528,2.79144799,7.257333082,12.55924894,0.384638263,train,1
0tIhQ6hmz02e5gznEed4KF,0.254,0.552,4.668,3.666032,0.102802399,0.084927744,43.16648279,1.210468978,train,1
2g$QZpOGbBUxSNx_ZgxJOk,0.467,2.87,5.227,30.954378,0.774606836,3.58369803,8.637551976,0.216147351,train,1
3Egy$LBd99weR14rW4btmg,5.84,0.324,4.778,47.421928,1.691044111,2.7174228,17.45106724,0.62229702,train,1
3NhaIUfh12PAdrGa$S3yyL,0.324,0.43,4.778,3.298264,0.075429879,0.13056456,25.26155643,0.577720931,train,1
3Egy$LBd99weR14rW4bocT,0.324,2.185,4.668,19.338304,0.574137106,1.09975352,17.58421651,0.522059803,train,1
3LbNSBzHHBSuzhUUvuwBCD,0.467,0.827,4.1495,7.396524,0.196726968,0.661181846,11.18682258,0.297538369,train,1
3NhaIUfh12PAdrGa$S3xzd,0.324,4.332,4.778,39.992672,1.193342644,2.345620704,17.04993136,0.508753458,train,1
2_TmT90dD0x8tJSTjyTckN,1.91,0.324,2.268,8.009504,0.494930635,0.43849872,18.26574089,1.128693454,train,1
2O2Fr$t4X7Zf8NOew3FK9N,0.617,17.583,1.45,58.997422,5.019483523,9.06088875,6.511218008,0.553972536,train,1
1u5DHKoF16lAN2epmIoeKF,7.675,0.4,2.58,38.62473065,2.093441597,3.362208333,11.48790522,0.62263887,train,1
3LbNSBzHHBSuzhUUvuwARp,0.467,40.77743871,5.337,424.5856816,11.59281091,52.29624407,8.118856127,0.221675784,train,1
3Egy$LBd99weR14rW4btCm,1.071,0.324,4.778,9.326228,0.253971291,0.494442312,18.86211551,0.513652017,train,1
3Egy$LBd99weR14rW4bqkN,0.254,1.01,4.668,7.808184,0.234345898,0.19543032,39.95380041,1.199127639,train,1
2xdK7kXpDFP9zz7pTKo2pV,0.3,5.030023226,2.72,25.66575486,1.387427928,1.210865853,21.19620005,1.145814728,train,1
0tIhQ6hmz02e5gznEed7Vr,0.307,0.254,3.2,0.977556,0.034598892,0.017334,56.39529249,1.996013158,train,1
3NhaIUfh12PAdrGa$S3yDL,0.554,0.324,4.778,4.46436,0.108278961,0.200955888,22.21562177,0.538819548,train,1
3Egy$LBd99weR14rW4bmu5,0.324,1.924,4.668,13.565292,0.556171298,0.713027528,19.02492045,0.78001378,train,1
3NhaIUfh12PAdrGa$S3ziK,1.08,0.324,4.778,9.410864,0.256543693,0.49955136,18.83863153,0.513548183,train,1
3Egy$LBd99weR14rW4bm4S,2.066,0.254,4.668,17.358648,0.53889331,0.450213552,38.55647597,1.196972654,train,1
3NhaIUfh12PAdrGa$S3x2Y,3.86,0.324,4.778,32.177996,1.006906246,1.83555588,17.53038213,0.548556575,train,1
2d8HbdSu9Fr9Na0iagzeWA,0.254,0.683510673,4.778,4.973666873,0.140445295,0.11952964,41.61032238,1.174982996,train,1
3Egy$LBd99weR14rW4bt7_,0.324,3.742,4.778,34.444312,1.023113712,2.010694224,17.13055699,0.508836052,train,1
3LbNSBzHHBSuzhUUvuwBA0,6.4445,0.467,4.77,60.840163,1.764610872,7.156231455,8.501704198,0.246583818,train,1
1byTDaqS91rBnWJlv$nm7d,1.91,0.324,4.668,13.436716,0.513656891,0.70527108,19.05184599,0.728311291,train,1
3Egy$LBd99weR14rW4bp4_,0.254,0.66,2.7,2.61968,0.133702406,0.0621,42.18486312,2.153017808,train,1
1qc5HjZvrCsga38tqxQ3Tp,0.254,0.54299911,4.668,3.584627955,0.100234887,0.082756081,43.31558352,1.21120871,train,1
1qc5HjZvrCsga38tqxQ3pz,0.489,0.254,4.668,3.09626,0.084870981,0.069727608,44.40507984,1.217179005,train,1
2_TmT90dD0x8tJSTjyTclP,1.415,0.324,2.268,5.839424,0.352562169,0.31156488,18.74224078,1.131585079,train,1
1byTDaqS91rBnWJlv$n_yW,1.91,0.324,4.668,13.436716,0.508105379,0.70527108,19.05184599,0.720439833,train,1
3Egy$LBd99weR14rW4boFN,0.324,5.929,4.668,46.971224,1.631630179,2.689802048,17.46270661,0.606598608,train,1
2O2Fr$t4X7Zf8NOew3FKIu,1.656,0.324,2.995,9.193288,0.42183251,0.50462048,18.21822214,0.835940131,train,1
2d8HbdSu9Fr9Na0iagzetc,0.254,0.370999853,4.778,2.078566642,0.051766261,0.042273216,49.1698255,1.224564077,train,1
0UkNSLJf55phwJDF$vXKEj,0.342,0.254,4.778,1.809912,0.043855824,0.035104104,51.55841608,1.249307614,train,1
0tIhQ6hmz02e5gznEed4bw,0.254,0.482,4.668,3.032952,0.082885463,0.068038704,44.57686319,1.218210493,train,1
3Egy$LBd99weR14rW4bn0F,3.032,0.324,4.668,27.117152,0.818311269,1.569018624,17.28287452,0.521543375,train,1
2d8HbdSu9Fr9Na0iagzemr,0.876000201,0.254,4.778,6.756889866,0.195766075,0.167115362,40.43248803,1.171442725,train,1
0tIhQ6hmz02e5gznEed4oO,0.381,0.254,3.2,1.429548,0.054525988,0.029322,48.75342746,1.859558955,train,1
3Egy$LBd99weR14rW4begU,1.91,0.324,4.778,13.840196,0.513382914,0.72859548,18.99572037,0.704619955,train,1
3Egy$LBd99weR14rW4bszE,0.324,6.223,4.668,56.423296,1.739058773,3.336934736,16.90872027,0.521154566,train,1
3Egy$LBd99weR14rW4btYz,0.324,3.52456129,4.778,32.39951837,0.960385503,1.887260356,17.16748739,0.50887812,train,1
3Egy$LBd99weR14rW4bp4J,0.32587,0.324,4.668,2.26405408,0.051005928,0.069736008,32.46606954,0.731414517,train,1
2Xm8mTFlXE_vTXaS55sSnt,1.115,0.324,2.378,4.752804,0.266552215,0.24711588,19.23309825,1.078652716,train,1
2O2Fr$t4X7Zf8NOew3FL9r,0.324,5.624,3.1,30.516192,1.650189931,1.732770048,17.61121854,0.952342137,train,1
2d8HbdSu9Fr9Na0iagzNfX,0.254,0.606,4.778,4.255608,0.118234231,0.100368072,42.40001741,1.178006396,train,1
3Egy$LBd99weR14rW4brzp,0.324,4.329,4.668,35.652812,1.196327159,2.045474488,17.43009371,0.584865353,train,1
1ceHy3C15CfPlZSMQJwmH5,7.375,0.4,2.58,34.8102903,2.178494815,3.007548333,11.57430786,0.724342412,train,1
2d8HbdSu9Fr9Na0iagzMJK,0.606,0.254,4.88,4.349448,0.118234231,0.10260432,42.39049584,1.152331898,train,1
3Egy$LBd99weR14rW4bnW1,6.12,0.324,4.668,55.477344,1.709331643,3.27986944,16.91449767,0.521158441,train,1
3pms57Ad5AVAb74jf4yKX8,0.254,0.356,4.668,1.893408,0.04765501,0.037638432,50.30517743,1.266126342,train,1
3LbNSBzHHBSuzhUUvuwFEe,0.324,0.6925,4.668,5.631184,0.14660953,0.27286076,20.63757354,0.537305289,train,1
2j55VthSj3Lu0J6fyrpHcf,0.254,7.23,4.778,65.620344,2.029446066,1.73790036,37.75840405,1.167757434,train,1
3Egy$LBd99weR14rW4bpfF,2.836,0.324,4.668,25.317088,0.761789122,1.460428352,17.33538517,0.521620332,train,1
2d8HbdSu9Fr9Na0iagzLEY,0.254,0.523438795,4.88,3.567758514,0.094661086,0.081739452,43.64793758,1.158083193,train,1
1qc5HjZvrCsga38tqxQ3Uc,0.254,0.48899911,4.668,3.096251955,0.084870728,0.069727393,44.40510114,1.217179131,train,1
3Egy$LBd99weR14rW4bqT5,6.122025,0.324,4.668,55.4959416,1.709916082,3.280991355,16.91438215,0.521158363,train,1
1a1lItxRP3WBkyTGVpm9Vo,7.675,0.35,2.8,21.06058658,2.163567942,1.30455,16.1439474,1.658478358,train,1
3Egy$LBd99weR14rW4brHd,5.081399268,0.254,4.668,44.62991898,1.409224811,1.177744964,37.8943832,1.196544968,train,1
3Egy$LBd99weR14rW4bmWa,19.09,0.324,4.668,152.982816,5.407419437,8.89946264,17.19011835,0.607611904,train,1
2j55VthSj3Lu0J6fyrpHP0,4.973999994,0.254,0.7,5.343591994,1.378223251,0.128898,41.45597294,10.6923556,train,1
3Egy$LBd99weR14rW4br8v,3.442,0.324,4.668,30.882592,0.936569093,1.796171744,17.19356298,0.521425135,train,1
3LbNSBzHHBSuzhUUvuwEcT,0.324,1.76,4.668,12.059116,0.503759837,0.62216628,19.38246476,0.80968682,train,1
3Egy$LBd99weR14rW4bp7c,2.006277266,0.324,4.668,17.69691441,0.522654567,1.000735406,17.68390955,0.522270486,train,1
1qc5HjZvrCsga38tqxQ3SQ,0.606,0.254,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
3Egy$LBd99weR14rW4bmGX,6.931,0.324,4.668,59.54958,1.860061122,3.487065752,17.07727477,0.533417278,train,1
3LbNSBzHHBSuzhUUvuwAF2,2.263,0.368,4.668,20.629384,0.597508229,1.548537312,13.32185143,0.385853298,train,1
2O2Fr$t4X7Zf8NOew3FKEr,8.583,0.617,1.45,28.991422,2.422955805,4.36963875,6.634741144,0.554497967,train,1
2d8HbdSu9Fr9Na0iagzNwL,0.49,0.254,2.3054,1.4798352,0.085154761,0.032970564,44.88352702,2.582751119,train,1
1uDBQ9y7vCyxXlpVEuenuo,0.446,0.254,4.668,2.707368,0.072704883,0.059352912,45.61474591,1.224958986,train,1
3LbNSBzHHBSuzhUUvuwFp2,0.550000847,0.324,4.668,4.322471782,0.107190093,0.193911669,22.29093171,0.55277794,train,1
3pms57Ad5AVAb74jf4yKrp,0.606,0.254,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
2d8HbdSu9Fr9Na0iagzNmi,0.254,0.80956129,4.778,6.141399788,0.176654315,0.150690866,40.75495728,1.17229611,train,1
3Egy$LBd99weR14rW4btfN,0.324,3.52456129,4.778,32.39951837,0.960385503,1.887260356,17.16748739,0.50887812,train,1
2Xm8mTFlXE_vTXaS55sSYP,1.91,0.324,2.378,8.412984,0.494930635,0.46182312,18.21689655,1.071688734,train,1
0iEHWY1$XA8eQeeULq4jE6,4.401,0.352,2.995,25.610374,1.213517786,1.78475284,14.34953537,0.679936044,train,1
0bpfxAz3XBrAx$RjFuHwuL,6.30124839,0.324,4.778,35.03577159,1.85717778,2.008013715,17.44797425,0.924883015,train,1
1uLa2x6mf7zRjmJ81LkKKu,0.3,5.030023226,2.72,25.66575486,1.387427928,1.210865853,21.19620005,1.145814728,train,1
3Egy$LBd99weR14rW4bftm,2.6832,0.324,4.778,24.4873568,0.717731277,1.40964311,17.37131663,0.509158149,train,1
2j55VthSj3Lu0J6fyrpNVn,0.254,0.659998071,2.7,2.619670148,0.133701853,0.06209974,42.18488135,2.15301793,train,1
3LbNSBzHHBSuzhUUvuwAEs,0.324,3.189,4.668,28.55904,0.863592159,1.656001648,17.24577994,0.521492331,train,1
3Egy$LBd99weR14rW4be1y,0.324,1.835438017,4.778,16.51500311,0.473465373,0.92839237,17.78881823,0.509984127,train,1
3LbNSBzHHBSuzhUUvuwEsr,0.324,3.396,4.668,30.460128,0.923299879,1.770686272,17.20244206,0.521436176,train,1
3Egy$LBd99weR14rW4boRx,1.536,0.254,4.668,12.565328,0.385984887,0.322339392,38.9816706,1.197448705,train,1
2d8HbdSu9Fr9Na0iagzMzc,0.543,0.254,4.88,3.752964,0.10023514,0.08668296,43.29529125,1.156341918,train,1
0GqcYYjeX4e8lXEYRY1v2O,0.324,3.43,1.85,11.86924,0.933107532,0.660858,17.96034852,1.411963738,train,1
0iEHWY1$XA8eQeeULq4j_U,0.352,2.343,3.3,14.880472,0.620184986,1.0097816,14.73632714,0.614177349,train,1
0tIhQ6hmz02e5gznEed4_U,0.254,0.461000481,4.668,2.843032355,0.076940048,0.062972108,45.14748572,1.221811528,train,1
3NhaIUfh12PAdrGa$S3xIC,0.324,3.476104379,4.778,31.94382958,0.946407061,1.859752725,17.17638541,0.508888654,train,1
2d8HbdSu9Fr9Na0iagzMtx,0.254,0.577334331,4.88,4.078041446,0.110036811,0.095359932,42.76472681,1.153910333,train,1
2zHTGgz0z9AhlqDQcPUrRU,0.3,2.174976774,2.72,6.571911447,0.57420769,0.268374147,24.48787084,2.139579003,train,1
1uDBQ9y7vCyxXlpVEuen2R,0.324,5.033,4.668,45.494336,1.395626054,2.677636656,16.99048147,0.521215622,train,1
3Egy$LBd99weR14rW4bpR0,2.936,0.324,4.668,23.15474135,0.763251708,1.237569059,18.70985799,0.61673464,train,1
1uDBQ9y7vCyxXlpVEuen2j,0.997997502,0.254,4.668,7.69963341,0.230888865,0.192534453,39.99093812,1.199208041,train,1
0tIhQ6hmz02e5gznEedAbS,1.355,0.254,4.668,10.928364,0.333783987,0.27866916,39.21626634,1.19777871,train,1
3Egy$LBd99weR14rW4bg9L,0.254,0.52343871,4.778,3.490760212,0.094661062,0.07995793,43.65746077,1.183885841,train,1
3pms57Ad5AVAb74jf4yKgf,3.716,0.324,4.668,33.399008,1.015612787,1.947976512,17.14548805,0.521368087,train,1
12Rd7E8LD4JQlYoOheDyxk,0.684025,0.324,3.2,3.7681882,0.144238287,0.1800573,20.9277169,0.801068809,train,1
3NhaIUfh12PAdrGa$S3zh$,0.384,1.76532786,4.778,16.59288653,0.454982354,1.318557053,12.58412482,0.345060802,train,1
2d8HbdSu9Fr9Na0iagzMVx,0.324,0.422,4.778,3.223032,0.073405268,0.126023184,25.57491326,0.582474315,train,1
2$JMvrgrHFRuiT5gJ_sd8v,18.736,0.467,3.6,86.32881318,5.451228433,8.568964824,10.07459068,0.636159506,train,1
3Egy$LBd99weR14rW4btp_,0.254,6.606085349,4.778,59.84039867,1.84934325,1.583661171,37.78611218,1.167764471,train,1
1894MFK0H18Qr5inx2FRWU,0.35,7.38,2.72,38.60934545,2.030309841,2.65734,14.52932084,0.764038415,train,1
3NhaIUfh12PAdrGa$S3xqK,4.002,0.324,4.778,36.889352,1.098126435,2.158288944,17.09194318,0.508794913,train,1
3pms57Ad5AVAb74jf4yKjK,0.254,0.606,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
