global_ids,X,Y,Z,areas,gyrations,volumes,ax1s,ax2s,Train,Outlier
3Egy$LBd99weR14rW4bnr3,0.254,0.606,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
0ClPCUC7jCQRnj1dhupHgw,1.682,0.225,4.778,11.352192,0.440770383,0.1371774,82.75555594,3.213141401,train,1
3LbNSBzHHBSuzhUUvuwDG3,1.399000143,0.324,4.02,10.40507313,0.347967592,0.567942388,18.32064898,0.612681145,train,1
2d8HbdSu9Fr9Na0iagzeYV,0.254,0.606,4.778,4.255608,0.118234231,0.100368072,42.40001741,1.178006396,train,1
3Egy$LBd99weR14rW4bq$2,6.356000141,0.324,4.77,58.92588932,1.777444648,3.48848216,16.8915553,0.509518056,train,1
3NhaIUfh12PAdrGa$S3xWu,0.324,0.395,4.778,2.969124,0.066708945,0.11069604,26.82231451,0.60263172,train,1
3Egy$LBd99weR14rW4besj,1.2,0.324,4.778,10.539344,0.290886003,0.567672,18.56590425,0.512419149,train,1
3LbNSBzHHBSuzhUUvuwFBY,0.324,4.122451851,4.668,33.7558738,1.068323549,1.931040204,17.48066857,0.553237341,train,1
3Egy$LBd99weR14rW4brno,0.702,0.254,4.668,5.022632,0.145750929,0.121118544,41.46872836,1.203374184,train,1
3Egy$LBd99weR14rW4bqDY,2.446,0.324,4.668,21.735328,0.649351728,1.244355872,17.46713178,0.521837637,train,1
3NhaIUfh12PAdrGa$S3ymK,13.763,0.324,4.778,125.305808,3.949492251,7.457211696,16.80330573,0.529620509,train,1
1uDBQ9y7vCyxXlpVEuenPz,0.76,0.254,4.668,5.547184,0.162407923,0.13511232,41.05609318,1.202021567,train,1
3UV0Yl1KH1AhU5fApsEfJV,7.675,0.35,2.72,20.44344545,2.163567942,1.26441,16.16836742,1.711128464,train,1
3NhaIUfh12PAdrGa$S3ytQ,0.324,6.478,4.88,54.198456,1.819519042,3.15900168,17.15683038,0.575979131,train,1
0bpfxAz3XBrAx$RjFuHv70,4.91172661,0.324,2.2715,21.20292354,1.360629255,1.210282367,17.51898905,1.124224637,train,1
1uDBQ9y7vCyxXlpVEuen04,0.254,0.506,4.668,3.250008,0.089699498,0.073829232,44.02061232,1.214959114,train,1
1HOyomxUP1WuCNaws8diDg,0.3,2.174976774,2.72,6.571911447,0.57420769,0.268374147,24.48787084,2.139579003,train,1
3Egy$LBd99weR14rW4bek1,4.178,0.324,4.778,38.544456,1.148907452,2.258199216,17.06866946,0.508771522,train,1
2j55VthSj3Lu0J6fyrpGLI,1.187579952,0.467,1.941860956,4.897975363,0.295325126,0.459300598,10.66398647,0.642988769,train,1
2O2Fr$t4X7Zf8NOew3FLPP,0.617,18,3.1,108.9671089,4.443377287,16.74164803,6.508744464,0.265408595,train,1
3Egy$LBd99weR14rW4belq,0.324,7.3,4.778,64.527756,1.963980712,3.78834756,17.03321962,0.51842675,train,1
0bk1ZfURb7DB4FOIglu8mt,0.254,0.66,4.668,4.642784,0.133702406,0.11098512,41.8324907,1.204687672,train,1
2d8HbdSu9Fr9Na0iagzees,3.346,0.254,4.778,29.638968,0.908305749,0.777728952,38.10963694,1.167894993,train,1
3Egy$LBd99weR14rW4beZu,0.254,0.764637115,3.2,3.772803496,0.163740412,0.091471213,41.24580171,1.79007589,train,1
3Egy$LBd99weR14rW4boRO,0.254,0.606,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
2O2Fr$t4X7Zf8NOew3FL8v,2.289,0.324,3.588,12.720272,0.613076415,0.659913616,19.27566229,0.929025255,train,1
0tIhQ6hmz02e5gznEed7hk,0.606,0.254,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
0bk1ZfURb7DB4FOIglu8re,2.832,0.384,4.668,26.42759335,0.762894864,2.127659931,12.42096679,0.358560526,train,1
2d8HbdSu9Fr9Na0iagzeyx,0.489,0.254,4.778,3.17172,0.084870981,0.071444268,44.39432426,1.187932677,train,1
3Egy$LBd99weR14rW4bpst,1.805975,0.324,4.668,15.8573384,0.464984919,0.889761541,17.82200923,0.522594985,train,1
0dxE1Sy6nDqfpDb5vIMN_Z,0.352,4.36,2.795,23.64392,1.201689921,1.6408704,14.40937688,0.732349076,train,1
1BWix8O3v3QflanMxiC41M,0.35,7.38,2.8,39.76808658,2.030309841,2.7417,14.50490082,0.74052954,train,1
1uDBQ9y7vCyxXlpVEuen_h,0.254,8.316942695,4.668,73.8848606,2.34297442,1.958192927,37.73114467,1.196498255,train,1
0ayGa9swL6Jvmb9DQx3wji,2.306046059,0.467,3.108195686,14.92719322,0.612829435,1.635320015,9.127995183,0.374745878,train,1
2Xm8mTFlXE_vTXaS55sSmh,2.005,0.324,2.378,8.850364,0.522286719,0.48747996,18.15533914,1.071401415,train,1
3Egy$LBd99weR14rW4brPD,3.593600732,0.324,4.668,32.27489312,0.980301906,1.880163401,17.16600435,0.521391867,train,1
1qc5HjZvrCsga38tqxQ3D8,0.614,0.254,4.668,4.22676,0.120523857,0.099886608,42.31558249,1.206606761,train,1
2O2Fr$t4X7Zf8NOew3FNr2,8.583,0.617,3.3,42.284052,2.699859895,5.13708138,8.231143109,0.525562999,train,1
3Egy$LBd99weR14rW4br7V,1.977,0.467,4.668,15.146698,0.573292083,1.424753652,10.63109961,0.402379796,train,1
3Egy$LBd99weR14rW4boo7,3.162,0.324,4.668,28.311072,0.85580469,1.641042784,17.25187928,0.521500535,train,1
0tIhQ6hmz02e5gznEed7Qr,0.334,0.254,3.2,1.142472,0.041705315,0.021708,52.62907684,1.921195661,train,1
3Egy$LBd99weR14rW4brTP,0.639000732,0.324,4.668,5.13984672,0.131687016,0.243220453,21.13246089,0.541430683,train,1
2d8HbdSu9Fr9Na0iagzex8,0.816025,0.254,4.778,6.2012796,0.178513025,0.152288772,40.72053052,1.172200827,train,1
3Egy$LBd99weR14rW4btcE,0.324,3.52456129,4.778,32.39951837,0.960385503,1.887260356,17.16748739,0.50887812,train,1
3Egy$LBd99weR14rW4bejm,0.324,8.098637115,4.58,66.82379365,2.292473335,3.921466498,17.04051117,0.584595925,train,1
2d8HbdSu9Fr9Na0iagzMn1,0.254,0.577334331,4.88,4.078041446,0.110036811,0.095359932,42.76472681,1.153910333,train,1
1EcKPDDh59txcM_Dec3chA,0.3,2.174976774,2.72,6.571911447,0.57420769,0.268374147,24.48787084,2.139579003,train,1
08QzPWFiD5guaSUbfGzYVK,7.375,0.375,2.72,31.98781631,2.363522954,2.371005,13.49124793,0.996844357,train,1
0tIhQ6hmz02e5gznEedAj1,0.543,0.254,4.668,3.584636,0.10023514,0.082756296,43.3155684,1.211208634,train,1
3Egy$LBd99weR14rW4bfOX,12.98,0.324,4.778,107.814512,3.768363884,6.2863536,17.15056436,0.599451466,train,1
3Egy$LBd99weR14rW4bgDx,0.254,0.57743871,4.778,3.991016212,0.110066639,0.093307378,42.77278259,1.179613453,train,1
3Egy$LBd99weR14rW4bglf,0.324,1.9145,4.778,17.258502,0.49622628,0.973273644,17.73242511,0.509852787,train,1
1qc5HjZvrCsga38tqxQ3yc,0.543,0.254,4.668,3.584636,0.10023514,0.082756296,43.3155684,1.211208634,train,1
1zlY19Z0zAMAFmQhXzysyH,7.375,0.4,2.58,34.8102903,2.178494815,3.007548333,11.57430786,0.724342412,train,1
3Egy$LBd99weR14rW4bgtm,0.692,0.324,4.778,5.414201441,0.131602561,0.24409896,22.1803544,0.539136098,train,1
3Egy$LBd99weR14rW4bf7_,5.21375161,0.254,3.5532,34.52785457,1.447429365,0.907854042,38.03238511,1.594341488,train,1
02d9ghXCP8VhJb_JiRT6Kn,0.3,2.12,2.8,10.888,0.555007507,0.4992,21.81089744,1.111793885,train,1
0tIhQ6hmz02e5gznEed7YL,0.543,0.254,4.668,3.584636,0.10023514,0.082756296,43.3155684,1.211208634,train,1
3Egy$LBd99weR14rW4bgmK,11.43299986,0.324,4.778,93.26652268,3.361247904,5.408164936,17.24550264,0.621513571,train,1
2d8HbdSu9Fr9Na0iagzeck,0.543,0.254,4.778,3.671976,0.10023514,0.084793716,43.30481282,1.182105761,train,1
2O2Fr$t4X7Zf8NOew3FKST,0.324,3.12,2.995,15.147288,0.92813107,0.820013984,18.47198742,1.131847856,train,1
3Egy$LBd99weR14rW4bs9V,0.324,6.215999361,4.778,57.70980199,1.737038291,3.415114389,16.8983511,0.508632536,train,1
2j55VthSj3Lu0J6fyrpG09,0.811,0.324,4.88,7.031128,0.179976156,0.35457552,19.82970511,0.507582012,train,1
3Egy$LBd99weR14rW4bgjv,0.324,2.034,4.778,15.006292,0.568749484,0.798986808,18.78165177,0.711838392,train,1
3HTaABdDX3C9_tlUJXtk_j,2.873,0.467,3.14,18.14582988,0.769359174,2.022323132,8.972764833,0.380433355,train,1
0tIhQ6hmz02e5gznEed4aE,0.254,0.66,3.2,3.13368,0.133702406,0.07452,42.05152979,1.794181506,train,1
3LbNSBzHHBSuzhUUvuwB0x,11.943,0.467,5.227,125.009792,3.424748458,15.29831529,8.171474418,0.223864419,train,1
3Egy$LBd99weR14rW4brHV,0.254,0.553,4.668,3.675076,0.103087746,0.085169016,43.15038699,1.210390241,train,1
2O2Fr$t4X7Zf8NOew3FLIE,0.324,5.624,3.1,30.516192,1.649570294,1.732770048,17.61121854,0.951984538,train,1
1uDBQ9y7vCyxXlpVEuenD2,0.254,0.543,4.668,3.584636,0.10023514,0.082756296,43.3155684,1.211208634,train,1
2d8HbdSu9Fr9Na0iagzNl3,0.254,0.606,4.778,4.255608,0.118234231,0.100368072,42.40001741,1.178006396,train,1
3Egy$LBd99weR14rW4bq6o,2.5692,0.324,4.668,19.4933696,0.746835,1.070647744,18.20708044,0.697554358,train,1
2O2Fr$t4X7Zf8NOew3FLR9,0.617,18,3.1,108.9671089,4.443377287,16.74164803,6.508744464,0.265408595,train,1
3LbNSBzHHBSuzhUUvuwDUC,0.324,1.93,2.534,9.083512,0.500689192,0.50068968,18.14199965,0.999999025,train,1
3Egy$LBd99weR14rW4beUB,0.324,1.639914652,4.778,14.67630138,0.417206005,0.81739923,17.95487547,0.510406652,train,1
3lTaj3lyb2VvtQQqO7XZ_Z,7.675,0.35,2.72,33.41724545,2.249878032,2.20482,15.15645062,1.02043615,train,1
3Egy$LBd99weR14rW4bsLu,0.324,3.559,4.778,32.72338,0.970320265,1.906810248,17.16131956,0.508870909,train,1
3Egy$LBd99weR14rW4berU,0.324,3.511169945,4.778,30.01994806,0.927121555,1.739932902,17.25350904,0.532849027,train,1
3qpE7fVkr8dRZ2wfCc6tS_,1.674999609,0.225,1.7,4.573748808,0.425856866,0.055312485,82.6892659,7.699109228,train,1
3LbNSBzHHBSuzhUUvuwDrR,0.324,3.042,4.668,23.833004,0.780193105,1.332435304,17.88680015,0.585539202,train,1
3LbNSBzHHBSuzhUUvuwBVB,1.164,0.467,4.1495,10.238445,0.28875956,1.016553906,10.07171872,0.284057302,train,1
3Egy$LBd99weR14rW4be20,0.579,0.254,4.778,4.00548,0.11051282,0.093693348,42.75095389,1.179516178,train,1
0tIhQ6hmz02e5gznEedAdC,0.254,0.66,3.2,3.13368,0.133702406,0.07452,42.05152979,1.794181506,train,1
0bk1ZfURb7DB4FOIglu8zK,0.543,0.254,4.668,3.584636,0.10023514,0.082756296,43.3155684,1.211208634,train,1
0tIhQ6hmz02e5gznEed4ch,0.334,0.254,3.2,1.142472,0.041705315,0.021708,52.62907684,1.921195661,train,1
2j55VthSj3Lu0J6fyrpM_H,1.187579952,0.467,1.941860956,4.897975363,0.295325126,0.459300598,10.66398647,0.642988769,train,1
3LbNSBzHHBSuzhUUvuwB87,0.467,0.827,4.1495,7.396524,0.196726968,0.661181846,11.18682258,0.297538369,train,1
0tIhQ6hmz02e5gznEed4Pq,0.254,0.614,4.668,4.22676,0.120523857,0.099886608,42.31558249,1.206606761,train,1
0O05KzZD59n9v70q6Hdp5J,7.675,0.35,2.72,20.44344545,2.163567942,1.26441,16.16836742,1.711128464,train,1
0NCJfHdLfCsxbF2GTX$Xlw,7.375,0.375,2.72,31.98781631,2.363522954,2.371005,13.49124793,0.996844357,train,1
2d8HbdSu9Fr9Na0iagzNr1,0.254,4.646,4.778,41.682168,1.283544312,1.099104552,37.92375159,1.167809113,train,1
0GqcYYjeX4e8lXEYRY1v50,6.42,0.324,1.85,22.47776,1.795916108,1.272612,17.66269688,1.411204757,train,1
2_TmT90dD0x8tJSTjyTcgj,1.182,0.324,2.168,4.596752,0.285730059,0.239639424,19.1819523,1.192333274,train,1
3Egy$LBd99weR14rW4bg4m,0.324,2.929,4.778,23.422872,0.826697998,1.307053248,17.92036555,0.632489916,train,1
2d8HbdSu9Fr9Na0iagzMZt,0.489,0.254,4.88,3.241692,0.084870981,0.07303608,44.38480269,1.162041836,train,1
3Egy$LBd99weR14rW4bsCG,0.324,6.103998358,4.778,56.65654456,1.704713383,3.351534556,16.90465774,0.508636672,train,1
3Egy$LBd99weR14rW4bpF7,3.862,0.324,4.668,34.739872,1.057734214,2.028865184,17.12280948,0.521342779,train,1
3Egy$LBd99weR14rW4bgQB,0.324,4.09,4.778,37.716904,1.123516652,2.20824408,17.08004307,0.508782821,train,1
3Egy$LBd99weR14rW4brqG,0.324,0.55,4.668,4.322464,0.107189863,0.1939112,22.29094555,0.55277809,train,1
2d8HbdSu9Fr9Na0iagzM0z,0.324,4.146,4.778,38.243528,1.139674369,2.240033712,17.07274663,0.508775543,train,1
0tIhQ6hmz02e5gznEedAb0,0.254,0.552,4.668,3.666032,0.102802399,0.084927744,43.16648279,1.210468978,train,1
2d8HbdSu9Fr9Na0iagzeXq,0.543,0.254,4.778,3.671976,0.10023514,0.084793716,43.30481282,1.182105761,train,1
0tIhQ6hmz02e5gznEed4tZ,0.612,0.254,4.668,4.208672,0.119951379,0.099404064,42.33903354,1.20670498,train,1
3Egy$LBd99weR14rW4bqN_,0.324,2.615999571,4.668,23.29660406,0.698356996,1.338541074,17.40447455,0.521729971,train,1
1uDBQ9y7vCyxXlpVEuen0w,0.972002498,0.254,4.668,7.46453459,0.22340245,0.186262587,40.0753298,1.199395188,train,1
3NhaIUfh12PAdrGa$S3xok,0.368,2.872,4.778,27.19607335,0.776191881,2.018907035,13.47069126,0.384461428,train,1
2d8HbdSu9Fr9Na0iagzMv4,0.254,0.577334331,4.88,4.078041446,0.110036811,0.095359932,42.76472681,1.153910333,train,1
3Egy$LBd99weR14rW4brJj,0.552000732,0.254,4.668,3.666038618,0.102802608,0.084927921,43.16647098,1.21046892,train,1
0tIhQ6hmz02e5gznEedAim,0.489,0.254,4.668,3.09626,0.084870981,0.069727608,44.40507984,1.217179005,train,1
3Egy$LBd99weR14rW4brsL,0.254,0.553,4.668,3.675076,0.103087746,0.085169016,43.15038699,1.210390241,train,1
3LbNSBzHHBSuzhUUvuwBVu,0.467,3.072486288,5.227,33.09830282,0.832789813,3.855476948,8.584749244,0.216001762,train,1
2j55VthSj3Lu0J6fyrpHWZ,0.254,0.581759694,3,2.481484334,0.111301566,0.057722066,42.9902205,1.928232555,train,1
3Egy$LBd99weR14rW4beCt,3.801,0.324,4.778,28.247172,0.932000557,1.559939592,18.10786273,0.59745939,train,1
0tIhQ6hmz02e5gznEed4N9,5.8705,0.324,4.668,46.43396,1.745492014,2.657391176,17.47351328,0.656844212,train,1
3LbNSBzHHBSuzhUUvuwBLq,0.467,6.517,5.227,69.568814,1.825188986,8.478734253,8.205094289,0.215266681,train,1
0RgN8Crez9DA7JlZMWQD_2,0.3,5.030023226,2.72,25.66575486,1.387427928,1.210865853,21.19620005,1.145814728,train,1
3LbNSBzHHBSuzhUUvuwFzQ,12.40599915,0.324,4.668,99.70400822,3.567279775,5.794019563,17.20808968,0.615683074,train,1
0tIhQ6hmz02e5gznEed7S0,0.254,0.66,2.7,2.61968,0.133702406,0.0621,42.18486312,2.153017808,train,1
1r9mE476fBTBFsjqKC_fki,7.675,0.35,2.72,20.44344545,2.163567942,1.26441,16.16836742,1.711128464,train,1
3Egy$LBd99weR14rW4bsHk,0.86,0.324,4.778,7.341984,0.193859055,0.37466352,19.59620728,0.517421753,train,1
3NhaIUfh12PAdrGa$S3xUm,0.324,3.85343871,4.778,35.49228163,1.055264201,2.07395486,17.11333372,0.508817343,train,1
2d8HbdSu9Fr9Na0iagzNeV,0.43,0.254,4.778,2.625144,0.068200684,0.05685876,46.16956121,1.199475407,train,1
3NhaIUfh12PAdrGa$S3xln,0.324,3.632,4.778,33.409872,0.99137951,1.948250304,17.14865484,0.508856335,train,1
2d8HbdSu9Fr9Na0iagzeyJ,0.543,0.254,4.778,3.671976,0.10023514,0.084793716,43.30481282,1.182105761,train,1
3Egy$LBd99weR14rW4bpCq,3.862,0.324,4.668,34.739872,1.057734214,2.028865184,17.12280948,0.521342779,train,1
2O2Fr$t4X7Zf8NOew3FK04,4.4005,0.635,1.45,15.243185,1.219064712,2.284021875,6.673834943,0.533736005,train,1
2d8HbdSu9Fr9Na0iagzedd,0.254,0.660992427,4.778,4.765057844,0.133986945,0.11396286,41.8123751,1.175707115,train,1
2d8HbdSu9Fr9Na0iagzLCq,0.876,0.254,4.88,6.905808,0.195766017,0.17083872,40.42296735,1.145911283,train,1
0tIhQ6hmz02e5gznEed4cs,0.307,0.254,2.7,0.816556,0.034598892,0.014445,56.52862582,2.39521579,train,1
3Egy$LBd99weR14rW4bt02,1.013123363,0.324,4.778,8.434045545,0.221210054,0.426391702,19.78004148,0.518795401,train,1
1uDBQ9y7vCyxXlpVEuen1x,0.254,0.56,4.668,3.738384,0.105085679,0.08685792,43.04022017,1.209857194,train,1
1uDBQ9y7vCyxXlpVEuentK,1.3252,0.254,4.668,10.6588528,0.325191103,0.271479254,39.2621264,1.197848814,train,1
3LbNSBzHHBSuzhUUvuwFJB,0.324,0.658951851,4.668,5.323077796,0.137238479,0.254274012,20.93441544,0.539726722,train,1
3Egy$LBd99weR14rW4bmD_,4.21,0.368,4.668,38.681968,1.15860275,3.01000224,12.8511426,0.384917571,train,1
3Egy$LBd99weR14rW4bsF6,2.743998865,0.324,4.778,25.05910933,0.735261077,1.444156924,17.35206813,0.509128243,train,1
3pms57Ad5AVAb74jf4yKli,0.489,0.254,4.668,3.09626,0.084870981,0.069727608,44.40507984,1.217179005,train,1
3Egy$LBd99weR14rW4brCk,0.324,1.466,4.668,12.735008,0.367211565,0.701404512,18.15643866,0.5235375,train,1
3pms57Ad5AVAb74jf4yKsy,0.254,4.736,4.668,41.502348,1.299655937,1.085965272,38.21701216,1.19677486,train,1
0tIhQ6hmz02e5gznEed55_,0.254,0.659998071,3.2,3.133668219,0.133701853,0.074519688,42.05154802,1.794181609,train,1
3LbNSBzHHBSuzhUUvuwC5I,0.324,4.122,4.668,37.127712,1.132749605,2.172913504,17.08660374,0.521304508,train,1
1qc5HjZvrCsga38tqxQ3FB,1.165,0.254,4.668,9.210004,0.279007318,0.23282748,39.55720347,1.198343588,train,1
2O2Fr$t4X7Zf8NOew3FLOH,9,0.617,3.1,50.10080892,2.187617212,6.545998029,7.653654752,0.334191548,train,1
1uDBQ9y7vCyxXlpVEuenKk,0.254,0.8675,4.668,6.519414,0.193320168,0.16104906,40.48091929,1.200380607,train,1
3Egy$LBd99weR14rW4beoS,0.324,5.281561983,4.778,48.92235289,1.467357267,2.884660454,16.95948403,0.508675905,train,1
1UFJzY4iHBuAc6DpK5_VXe,7.375,0.375,2.72,31.98781631,2.363522954,2.371005,13.49124793,0.996844357,train,1
2j55VthSj3Lu0J6fyrpGuc,0.343,1.086,1.0785,2.061349,0.259076083,0.111304193,18.51995818,2.327639919,train,1
0bk1ZfURb7DB4FOIglu8$o,0.482,0.254,4.668,3.032952,0.082885463,0.068038704,44.57686319,1.218210493,train,1
0tIhQ6hmz02e5gznEed4nP,0.376,0.254,3.2,1.399008,0.053144457,0.028512,49.06734007,1.863932983,train,1
2j55VthSj3Lu0J6fyrpKrI,0.324,1.9145,4.668,16.854032,0.49622628,0.949887864,17.74318068,0.522405116,train,1
2d8HbdSu9Fr9Na0iagzNfZ,0.254,0.606,4.778,4.255608,0.118234231,0.100368072,42.40001741,1.178006396,train,1
3Egy$LBd99weR14rW4bt$Z,0.324,3.52456129,4.778,32.39951837,0.960385503,1.887260356,17.16748739,0.50887812,train,1
3Egy$LBd99weR14rW4bgUU,6.232000141,0.324,4.778,57.86027332,1.74165634,3.424197584,16.89746923,0.508631963,train,1
3Egy$LBd99weR14rW4bpG3,0.324,3.936,4.668,35.419488,1.07908418,2.069863552,17.11199174,0.52133107,train,1
1qc5HjZvrCsga38tqxQ3U2,0.54,0.254,4.668,3.557504,0.099379743,0.08203248,43.36701755,1.211468227,train,1
3Y4YRln2r91vflHcHE5ITp,1.2831,0.254,0.488,0.7719444,0.313052393,0.016844371,45.82803305,18.58498542,train,1
2O2Fr$t4X7Zf8NOew3FKGS,0.324,3.783,2.995,21.610714,1.034942229,1.24179614,17.40278722,0.833423615,train,1
3LbNSBzHHBSuzhUUvuwEXt,0.324,1.76,4.668,12.059116,0.503759837,0.62216628,19.38246476,0.80968682,train,1
2d8HbdSu9Fr9Na0iagzMgr,0.947,0.254,4.88,7.578036,0.21620303,0.18878184,40.14176364,1.145253323,train,1
3Egy$LBd99weR14rW4bqqu,4.832000141,0.324,4.668,43.64835329,1.337622309,2.566276302,17.00843875,0.521230823,train,1
1aj$VJZFn2TxepZUBcKpee,0.324,3.675,0.688,4.374424,1.003784547,0.2102792,20.80293248,4.773579826,train,1
0tIhQ6hmz02e5gznEed4cu,0.254,1.066,2.7,4.693528,0.250478209,0.11691,40.14650586,2.142487463,train,1
0tIhQ6hmz02e5gznEed4dS,0.254,1.012,2.7,4.417696,0.234921973,0.10962,40.30009122,2.143057589,train,1
1QpVmxikTDyhytLu6h8$tk,0.378,0.324,4.778,2.809256,0.062623212,0.101045616,27.80185931,0.619751894,train,1
3Egy$LBd99weR14rW4bmO0,0.324,4.122,4.668,37.127712,1.132749605,2.172913504,17.08660374,0.521304508,train,1
0tIhQ6hmz02e5gznEed41D,0.39,0.254,4.668,2.200904,0.057020464,0.04584168,48.0109804,1.243856337,train,1
3Egy$LBd99weR14rW4brVp,0.368,0.543,4.668,4.681544,0.11025463,0.257464032,18.18329327,0.428233135,train,1
3Egy$LBd99weR14rW4brbh,4.350151139,0.368,4.668,39.98144936,1.199026636,3.115203048,12.83429964,0.384895179,train,1
2j55VthSj3Lu0J6fyrpHlW,6.26624839,0.324,4.778,34.70663159,1.848141074,1.988145195,17.45678921,0.929580535,train,1
3Egy$LBd99weR14rW4bm23,0.324,4.122,4.668,33.751724,1.197963718,1.930789864,17.48078578,0.620452666,train,1
3NhaIUfh12PAdrGa$S3zWi,2.652,0.324,4.778,24.193952,0.708735964,1.391931744,17.38156494,0.509174367,train,1
3Egy$LBd99weR14rW4brDa,0.549000123,0.324,4.668,4.313281128,0.106917837,0.193357236,22.30731684,0.552954929,train,1
3NhaIUfh12PAdrGa$S3zZI,0.324,1.756,4.778,15.767968,0.45060256,0.883297632,17.8512513,0.510136723,train,1
2d8HbdSu9Fr9Na0iagzeHi,0.825,0.254,4.778,6.284424,0.181094128,0.1545075,40.67390903,1.172073384,train,1
3Egy$LBd99weR14rW4beYh,0.254,0.586637115,3.2,2.685579496,0.112695851,0.062635213,42.87651284,1.799241138,train,1
3NhaIUfh12PAdrGa$S3z6Y,6.62172661,0.324,3.97,50.94736684,1.854138359,3.002028756,16.97097896,0.617628447,train,1
3Egy$LBd99weR14rW4brxf,0.324,4.329,4.668,39.0288,1.192477009,2.287598128,17.06103862,0.521279063,train,1
3NfNbxnML2IBwWEYA9lr71,0.3,5.030023226,2.72,25.66575486,1.387427928,1.210865853,21.19620005,1.145814728,train,1
2MF42C4ojF9veVhf89ljCF,5.95,0.375,2.8,28.127,1.821834962,2.1567,13.04168405,0.844732676,train,1
3Egy$LBd99weR14rW4boQY,1.482,0.254,4.668,12.076952,0.370409683,0.309310704,39.04472701,1.197532702,train,1
2j55VthSj3Lu0J6fyrpG$a,2.811,0.467,3.14,17.74516188,0.751987086,1.973253872,8.992842802,0.381089882,train,1
3Egy$LBd99weR14rW4boE9,3.229,0.324,4.668,28.9264,0.875129371,1.678162928,17.23694375,0.521480577,train,1
3Egy$LBd99weR14rW4bqt2,0.324,1.91,4.668,13.073936,0.521661014,0.68277872,19.14813045,0.764026468,train,1
2d8HbdSu9Fr9Na0iagzNcO,0.43,0.254,4.778,2.625144,0.068200684,0.05685876,46.16956121,1.199475406,train,1
3Egy$LBd99weR14rW4bnqq,0.606,0.254,4.668,4.154408,0.118234231,0.097956432,42.41077299,1.207008344,train,1
2j55VthSj3Lu0J6fyrpHlW,6.26624839,0.324,4.778,34.70663159,1.848141074,1.988145195,17.45678921,0.929580535,train,1
2d8HbdSu9Fr9Na0iagzMb4,2.296,0.324,4.778,17.47014,0.593987228,0.947716872,18.43392316,0.626755992,train,1
3Y4YRln2r91vflHcHE5ITn,1.2831,0.254,0.488,0.7719444,0.313052393,0.016844371,45.82803305,18.58498542,train,1
2_TmT90dD0x8tJSTjyTcuF,1.999,0.324,2.268,8.39968,0.520558754,0.461321168,18.20787898,1.128408559,train,1
3Egy$LBd99weR14rW4bmvZ,4.666,0.324,4.668,42.123808,1.289719995,2.474306912,17.02448787,0.521244955,train,1
182FYHpoXADQXIXOcelprr,0.3,2.12,2.8,10.888,0.555007507,0.4992,21.81089744,1.111793885,train,1
3LbNSBzHHBSuzhUUvuwBTL,1.164,0.467,4.1495,10.238445,0.28875956,1.016553906,10.07171872,0.284057302,train,1
3LbNSBzHHBSuzhUUvuwA4P,0.324,2.964,4.668,23.116652,0.754892347,1.289220808,17.93071587,0.585541548,train,1
3LbNSBzHHBSuzhUUvuwEi_,0.324,3.786,4.668,34.041888,1.035807736,1.986758752,17.13438432,0.521355567,train,1
0bk1ZfURb7DB4FOIglu8o2,0.254,0.514,4.668,3.32236,0.091974634,0.075759408,43.85409136,1.214035809,train,1
2d8HbdSu9Fr9Na0iagzMQQ,0.876,0.254,4.88,6.905808,0.195766017,0.17083872,40.42296735,1.145911283,train,1
3LbNSBzHHBSuzhUUvuwCyP,0.324,2.1664,4.668,19.1674816,0.568778293,1.089448525,17.59374689,0.522079089,train,1
2d8HbdSu9Fr9Na0iagzN0q,0.324,1.47546717,1.09,2.807367421,0.369931582,0.140760557,19.94427617,2.628091206,train,1
0bpfxAz3XBrAx$RjFuHvR7,0.254,0.457759694,3.2,1.898396211,0.076024152,0.04175707,45.46286872,1.820629441,train,1
2O2Fr$t4X7Zf8NOew3FK3E,4.4005,0.635,1.45,15.243185,1.219064712,2.284021875,6.673834943,0.533736005,train,1
3NhaIUfh12PAdrGa$S3zt9,0.324,5.737016315,4.778,49.82945742,1.637985769,2.901085485,17.1761424,0.564611342,train,1
0bk1ZfURb7DB4FOIglu8oU,4.64,0.324,4.668,41.885024,1.28221735,2.45990208,17.02711028,0.521247313,train,1
2w8QTb0MP8h8PKkXEQ47gy,0.35,7.38,2.8,39.76808658,2.030309841,2.7417,14.50490082,0.74052954,train,1
3Egy$LBd99weR14rW4bmhi,0.933,0.324,4.668,7.839936,0.214605258,0.406105456,19.30517279,0.528447118,train,1
3TYRWdlML7CuFJawCZKyHA,0.4,7.38,2.58,37.41437679,2.018395148,3.31058,11.30145678,0.609680222,train,1
3Egy$LBd99weR14rW4bq_P,0.324,2.929,4.668,26.1712,0.788607264,1.511953328,17.30952901,0.521581751,train,1
0bk1ZfURb7DB4FOIglu8mD,6.08,0.324,4.668,55.109984,1.697787187,3.25770816,16.91679589,0.521160001,train,1
2j55VthSj3Lu0J6fyrpHX3,0.405,0.254,4.778,2.393544,0.061197086,0.05067846,47.23000659,1.207556149,train,1
