global_ids,types,X,Y,Z,areas,ax1s,ax2s,gyrations,volumes,Rand,Rank,Train
3LbNSBzHHBSuzhUUvuwCLj,IfcWallStandardCase,2.166,0.384,4.668,19.935888,12.33448679,0.352672959,0.570015497,1.616272192,0.613296808415586,508,2
0bpfxAz3XBrAx$RjFuHvR7,IfcWallStandardCase,0.254,0.457759694,3.2,1.898396211,45.46286872,1.820629441,0.076024152,0.04175707,0.613170847437823,509,2
3Egy$LBd99weR14rW4boRO,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.61261995028249,510,2
1byTDaqS91rBnWJlv$nm2B,IfcWallStandardCase,1.91,0.324,4.668,13.436716,19.05184599,0.728311291,0.513656891,0.70527108,0.610242194305514,511,2
2_TmT90dD0x8tJSTjyTclP,IfcWallStandardCase,1.415,0.324,2.268,5.839424,18.74224078,1.131585079,0.352562169,0.31156488,0.608206796477607,512,2
1uLa2x6mf7zRjmJ81LkKKu,IfcWallStandardCase,0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,1.387427928,1.210865853,0.608030739179956,513,2
3NhaIUfh12PAdrGa$S3xcZ,IfcWallStandardCase,0.324,8.30743871,4.778,74.00170963,16.97192596,0.551313709,2.403861359,4.360242308,0.605765024190091,514,2
3Egy$LBd99weR14rW4bqkD,IfcWallStandardCase,0.551975,0.254,4.668,3.6658059,43.16688636,1.210470955,0.102795266,0.084921712,0.605364902831201,515,2
3NhaIUfh12PAdrGa$S3xT1,IfcWallStandardCase,0.324,3.476104379,4.778,31.94382958,17.17638541,0.508888654,0.946407061,1.859752725,0.604626839046646,516,2
2j55VthSj3Lu0J6fyrpHaa,IfcWallStandardCase,0.254,7.681759694,4.778,69.80544581,37.74122583,1.1677534,2.159854241,1.849580777,0.604263825152286,517,2
0tIhQ6hmz02e5gznEed55_,IfcWallStandardCase,0.254,0.659998071,3.2,3.133668219,42.05154802,1.794181609,0.133701853,0.074519688,0.603704777893838,518,2
3Egy$LBd99weR14rW4bn6b,IfcWallStandardCase,3.066,0.324,4.668,27.429408,17.27449654,0.521531606,0.82811694,1.587855712,0.602839765253527,519,2
0bpfxAz3XBrAx$RjFuHv70,IfcWallStandardCase,4.91172661,0.324,2.2715,21.20292354,17.51898905,1.124224637,1.360629255,1.210282367,0.602543791334764,520,2
3Egy$LBd99weR14rW4bfSm,IfcWallStandardCase,0.324,1.26356129,2.277003569,5.196901274,18.97243251,1.128449869,0.309103356,0.273918554,0.602312437342995,521,2
1mSKBLiDbCZP9eniyO4hXN,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.602293598665375,522,2
0tIhQ6hmz02e5gznEed46Q,IfcWallStandardCase,0.254,7.839,4.668,69.56966,37.74647898,1.196501654,2.20524445,1.843076808,0.602216028088341,523,2
2j55VthSj3Lu0J6fyrpNVn,IfcWallStandardCase,0.254,0.659998071,2.7,2.619670148,42.18488135,2.15301793,0.133701853,0.06209974,0.601744299504704,524,2
3Egy$LBd99weR14rW4btip,IfcWallStandardCase,0.324,3.216,4.778,29.497808,17.22903423,0.508954141,0.871379749,1.712098752,0.600396438773562,525,2
2j55VthSj3Lu0J6fyrpNiV,IfcWallStandardCase,4.974025,0.254,0.7,5.3436197,41.45597075,10.69235559,1.378230469,0.128898675,0.598198612194056,526,2
3Egy$LBd99weR14rW4boM2,IfcWallStandardCase,0.464025,0.324,4.668,3.5328696,24.15170007,0.575647323,0.084204711,0.146278299,0.597227891426695,527,2
3NhaIUfh12PAdrGa$S3z_T,IfcWallStandardCase,7.232,0.324,4.778,67.264272,16.85031836,0.508603582,2.030279127,3.991869504,0.596862694250968,528,2
0GqcYYjeX4e8lXEYRY1vT3,IfcWallStandardCase,0.324,1.67,1.85,5.62476,18.70169769,1.415935268,0.425859523,0.300762,0.596542825739155,529,2
197mqEVor8ZRDjVbXCppLJ,IfcWallStandardCase,0.84,0.324,4.778,7.153904,19.69090425,0.51798136,0.188187849,0.36331008,0.595847435577828,530,2
2g$QZpOGbBUxSNx_ZgxJgQ,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.594695678682621,531,2
1894MFK0H18Qr5inx2FRWU,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.592395430411997,532,2
3Egy$LBd99weR14rW4boXd,IfcWallStandardCase,2.64,0.324,4.668,23.517024,17.39633196,0.521716554,0.705276305,1.35183808,0.592324835991542,533,2
3Egy$LBd99weR14rW4bfms,IfcWallStandardCase,2.4352,0.324,4.778,18.7817376,18.28982215,0.688110606,0.706617742,1.026895584,0.591952800881104,534,2
2ubxiSM4f0e9hhL42tqWF$,IfcWallStandardCase,7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2.249878032,2.20482,0.589673186421568,535,2
2d8HbdSu9Fr9Na0iagzMj3,IfcWallStandardCase,6.455,0.324,4.778,53.205388,17.35029358,0.623570678,1.9122051,3.06654108,0.589299318074687,536,2
0bk1ZfURb7DB4FOIglu8jA,IfcWallStandardCase,0.324,3.312,4.668,29.688672,17.21933335,0.521457617,0.89906989,1.724147584,0.587648724675215,537,2
3Egy$LBd99weR14rW4brqG,IfcWallStandardCase,0.324,0.55,4.668,4.322464,22.29094555,0.55277809,0.107189863,0.1939112,0.587627362233252,538,2
0tIhQ6hmz02e5gznEedAg_,IfcWallStandardCase,0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.585191143114753,539,2
0bk1ZfURb7DB4FOIglu77i,IfcWallStandardCase,0.324,6.457,4.668,58.572352,16.89630183,0.521146463,1.806594979,3.466578224,0.58357159882654,540,2
1u7w$7OzHDQOsTHCz9$yL6,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.583147015193567,541,2
0ztdC3L1HAzhbhMHypqcD5,IfcWallStandardCase,1.91,0.324,4.668,13.436716,19.05184599,0.728311291,0.513656891,0.70527108,0.580599490683262,542,2
3Egy$LBd99weR14rW4beYh,IfcWallStandardCase,0.254,0.586637115,3.2,2.685579496,42.87651284,1.799241138,0.112695851,0.062635213,0.576704225063997,543,2
3Egy$LBd99weR14rW4bnmH,IfcWallStandardCase,0.324,6.656,4.668,60.399968,16.88644918,0.521140253,1.8640304,3.576830592,0.57530402953889,544,2
3Egy$LBd99weR14rW4bqi4,IfcWallStandardCase,0.368,2.212,4.668,20.156512,13.34642526,0.385918543,0.582835597,1.510255488,0.574565460194808,545,2
3Egy$LBd99weR14rW4bp2W,IfcWallStandardCase,0.514975,0.254,4.668,3.3311779,43.83437491,1.213928019,0.092252033,0.075994648,0.574498824304915,546,2
3pms57Ad5AVAb74jf4yKcm,IfcWallStandardCase,0.254,0.45,4.668,2.743544,45.48466461,1.224064876,0.073833145,0.060318,0.573436213596545,547,2
3NhaIUfh12PAdrGa$S3zWi,IfcWallStandardCase,2.652,0.324,4.778,24.193952,17.38156494,0.509174367,0.708735964,1.391931744,0.569156555632974,548,2
0tIhQ6hmz02e5gznEed4kV,IfcWallStandardCase,0.66,0.254,4.668,4.642784,41.8324907,1.204687672,0.133702406,0.11098512,0.567388578880701,549,2
3Egy$LBd99weR14rW4bppS,IfcWallStandardCase,0.324,5.326,4.668,41.433272,17.58836312,0.678130892,1.597487016,2.355720752,0.567219742185663,550,2
0tIhQ6hmz02e5gznEed59k,IfcWallStandardCase,0.381,0.254,3.2,1.429548,48.75342746,1.859558955,0.054525988,0.029322,0.566582485347621,551,2
0tIhQ6hmz02e5gznEed4dS,IfcWallStandardCase,0.254,1.012,2.7,4.417696,40.30009122,2.143057589,0.234921973,0.10962,0.565474927702418,552,2
3Egy$LBd99weR14rW4bqEC,IfcWallStandardCase,0.324,11.2694,4.668,102.7694336,16.7573381,0.521076845,3.195661021,6.132801821,0.565370814117095,553,2
0tIhQ6hmz02e5gznEed7iE,IfcWallStandardCase,0.254,0.499,4.668,3.1867,44.17362782,1.215827902,0.087710224,0.072140328,0.565139676026541,554,2
3Egy$LBd99weR14rW4bg9z,IfcWallStandardCase,1.070996918,0.254,4.778,8.563339448,39.77012841,1.169965046,0.251917915,0.21532089,0.56400710182024,555,2
3Egy$LBd99weR14rW4bszJ,IfcWallStandardCase,9.8684,0.368,4.668,91.1466528,12.55924894,0.384638263,2.79144799,7.257333082,0.561307297352366,556,2
3Egy$LBd99weR14rW4bqwo,IfcWallStandardCase,0.324,0.542999834,4.668,4.258174477,22.40756644,0.554047584,0.10528726,0.190032884,0.560336998653719,557,2
3Egy$LBd99weR14rW4brMa,IfcWallStandardCase,0.254,0.553,4.668,3.675076,43.15038699,1.210390241,0.103087746,0.085169016,0.559941315482565,558,2
3lmrkmjnnA7OcfIKaqMV2d,IfcWallStandardCase,3.758975,0.254,2.0165,13.50551948,39.6540941,3.016902973,1.027506561,0.340583231,0.559794288507707,559,2
3Egy$LBd99weR14rW4boGz,IfcWallStandardCase,0.324,7.116000693,4.668,61.24862637,17.06298022,0.561183399,2.014402636,3.589562056,0.559381426187296,560,2
36GgwNqD16hu2sQ3mBpMh3,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.558927949674604,561,2
2d8HbdSu9Fr9Na0iagzMvg,IfcWallStandardCase,1.152696918,0.254,4.88,9.525574419,39.56369099,1.144106064,0.275461343,0.240765565,0.558383539952312,562,2
3LbNSBzHHBSuzhUUvuwB6c,IfcWallStandardCase,0.467,1.165,4.1495,10.246878,10.06956878,0.28403634,0.289037771,1.017608423,0.556855602849194,563,2
28kF8dxTjCzfHspqS1LQ99,IfcWallStandardCase,0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2.030309841,2.65734,0.556778583535142,564,2
2d8HbdSu9Fr9Na0iagzMVx,IfcWallStandardCase,0.324,0.422,4.778,3.223032,25.57491326,0.582474315,0.073405268,0.126023184,0.556573829247983,565,2
2d8HbdSu9Fr9Na0iagzMAQ,IfcWallStandardCase,0.254,0.816,4.778,6.201048,40.72066228,1.17220119,0.178505836,0.152282592,0.555668432234885,566,2
3Egy$LBd99weR14rW4bpZt,IfcWallStandardCase,2.272975,0.324,4.668,20.1462664,17.5414568,0.521975501,0.599485985,1.148494485,0.55406637289444,567,2
3Egy$LBd99weR14rW4bsGX,IfcWallStandardCase,0.324,2.984,4.778,23.940092,17.88876597,0.599438524,0.802213715,1.338275208,0.554053918637094,568,2
2d8HbdSu9Fr9Na0iagzMQQ,IfcWallStandardCase,0.876,0.254,4.88,6.905808,40.42296735,1.145911283,0.195766017,0.17083872,0.553898510349574,569,2
0tIhQ6hmz02e5gznEed7gJ,IfcWallStandardCase,0.254,0.499,4.668,3.1867,44.17362782,1.215827902,0.087710224,0.072140328,0.552833124592753,570,2
3Egy$LBd99weR14rW4bqDY,IfcWallStandardCase,2.446,0.324,4.668,21.735328,17.46713178,0.521837637,0.649351728,1.244355872,0.55234113144571,571,2
3LbNSBzHHBSuzhUUvuwDK4,IfcWallStandardCase,0.324,1.794,4.02,10.144844,19.77852083,1.000268985,0.513060248,0.51292228,0.552084273121581,572,2
0lHL5LPIr3RuynIxjjrPcN,IfcWallStandardCase,0.254,0.457759694,3.5532,2.118623259,45.39264724,1.6288585,0.076024152,0.04667327,0.551216072721883,573,2
3Egy$LBd99weR14rW4bq7p,IfcWallStandardCase,0.324,2.0385,4.668,17.992848,17.66450318,0.522227924,0.531935009,1.018587832,0.550334534516785,574,2
2d8HbdSu9Fr9Na0iagzeyx,IfcWallStandardCase,0.489,0.254,4.778,3.17172,44.39432426,1.187932677,0.084870981,0.071444268,0.550308726160054,575,2
3NhaIUfh12PAdrGa$S3x3H,IfcWallStandardCase,0.324,7.91,4.778,70.264196,16.99408141,0.543431654,2.246887449,4.13462748,0.550048891142294,576,2
3Egy$LBd99weR14rW4boE9,IfcWallStandardCase,3.229,0.324,4.668,28.9264,17.23694375,0.521480577,0.875129371,1.678162928,0.549208401166486,577,2
3NhaIUfh12PAdrGa$S3xu3,IfcWallStandardCase,7.666,0.324,4.778,71.345608,16.83378532,0.508594658,2.155545793,4.238239152,0.549018678628294,578,2
3Egy$LBd99weR14rW4bg7s,IfcWallStandardCase,10.336,0.324,4.778,86.326324,17.17064605,0.598644333,3.009715797,5.027552472,0.548166003114076,579,2
3NhaIUfh12PAdrGa$S3xEc,IfcWallStandardCase,2.096,0.324,4.778,15.58934,18.68816539,0.639575214,0.533522433,0.834182472,0.547309468715585,580,2
1byTDaqS91rBnWJlv$n$0l,IfcWallStandardCase,1.91,0.324,4.668,13.436716,19.05184599,0.728311291,0.513656891,0.70527108,0.546609440688834,581,2
0bs9nZ5AXBzgYLbnF6PKt0,IfcWallStandardCase,7.675,0.35,2.8,21.06058658,16.1439474,1.658478358,2.163567942,1.30455,0.545927199823696,582,2
3Egy$LBd99weR14rW4bnqi,IfcWallStandardCase,0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0.118234231,0.097956432,0.542503819824112,583,2
3NhaIUfh12PAdrGa$S3yjE,IfcWallStandardCase,0.324,14.04656437,4.88,130.8224425,16.78649577,0.517665085,4.03432686,7.793314596,0.542398513325718,584,2
2O2Fr$t4X7Zf8NOew3FK3E,IfcWallStandardCase,4.4005,0.635,1.45,15.243185,6.673834943,0.533736005,1.219064712,2.284021875,0.540839096292696,585,2
3NhaIUfh12PAdrGa$S3ycL,IfcWallStandardCase,1.72,0.324,4.778,12.053436,19.41791848,0.754702299,0.468472245,0.6207378,0.539525735689824,586,2
1uDBQ9y7vCyxXlpVEuenGc,IfcWallStandardCase,0.615975,0.254,4.668,4.2446219,42.29264586,1.206511149,0.121089224,0.10036312,0.538306087129134,587,2
3Egy$LBd99weR14rW4bgAa,IfcWallStandardCase,0.324,2.929,4.778,26.79886,17.29877344,0.509049205,0.788607264,1.549176888,0.537924703668462,588,2
0tIhQ6hmz02e5gznEedAd_,IfcWallStandardCase,0.361,0.254,3.2,1.307388,50.12606395,1.879505172,0.049021254,0.026082,0.537398753974851,589,2
1qc5HjZvrCsga38tqxQ3Ni,IfcWallStandardCase,0.254,0.489,4.668,3.09626,44.40507984,1.217179005,0.084870981,0.069727608,0.537340156325462,590,2
2d8HbdSu9Fr9Na0iagzeNi,IfcWallStandardCase,0.254,0.50856129,4.778,3.352935788,43.95560349,1.185470058,0.09042772,0.076280054,0.534784646812151,591,2
3LbNSBzHHBSuzhUUvuwFks,IfcWallStandardCase,4.01,1.026075479,4.668,36.70332126,17.10159422,0.521320036,1.118853395,2.146192969,0.533113447805561,592,2
2O2Fr$t4X7Zf8NOew3FLMr,IfcWallStandardCase,1.819,0.384,3.1,11.053192,12.79455084,0.54447803,0.470373699,0.8638984,0.532771643358136,593,2
3Egy$LBd99weR14rW4bmPx,IfcWallStandardCase,0.324,2.082,4.668,18.392352,17.63935909,0.522173893,0.544464569,1.042688224,0.53208579711385,594,2
3Egy$LBd99weR14rW4bmhi,IfcWallStandardCase,0.933,0.324,4.668,7.839936,19.30517279,0.528447118,0.214605258,0.406105456,0.531949104429367,595,2
3LbNSBzHHBSuzhUUvuwEr5,IfcWallStandardCase,1.376,0.368,4.668,12.40512,14.05306975,0.388484676,0.342928564,0.882733824,0.530715868241467,596,2
2O2Fr$t4X7Zf8NOew3FNau,IfcWallStandardCase,0.324,3.12,2.995,15.147288,18.47198742,1.131951124,0.928215751,0.820013984,0.529977600082729,597,2
1qc5HjZvrCsga38tqxQ3Ow,IfcWallStandardCase,0.581999857,0.254,4.668,3.937350709,42.72026866,1.208367187,0.111370213,0.09216587,0.52983682958467,598,2
0$T_kKFfj6eQu9LjJc1LC9,IfcWallStandardCase,0.467,5.2,2.687,28.868058,8.694818449,0.435352114,1.445432144,3.320145,0.529287821170498,599,2
0ayGa9swL6Jvmb9DQx3whM,IfcWallStandardCase,0.574953941,0.467,3.5,4.437121413,13.43068579,0.402207977,0.13287822,0.330371917,0.529178215214867,600,2
3Egy$LBd99weR14rW4bguN,IfcWallStandardCase,3.749,0.254,4.778,33.36858,38.41195579,1.168208266,1.014825987,0.868702968,0.528699920320111,601,2
3Is2UU0APDcB_aqbAc2OFx,IfcWallStandardCase,0.3,2.12,2.8,10.888,21.81089744,1.111793885,0.555007507,0.4992,0.527426026966622,602,2
3NhaIUfh12PAdrGa$S3z6Y,IfcWallStandardCase,6.62172661,0.324,3.97,50.94736684,16.97097896,0.617628447,1.854138359,3.002028756,0.526448028359735,603,2
3NhaIUfh12PAdrGa$S3xF8,IfcWallStandardCase,0.254,0.456,4.778,2.866008,45.28640903,1.193418963,0.075527037,0.063286272,0.52635147224407,604,2
1qc5HjZvrCsga38tqxQ3Gr,IfcWallStandardCase,0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0.10023514,0.082756296,0.524448635657836,605,2
3Egy$LBd99weR14rW4bshb,IfcWallStandardCase,0.324,4.453,4.668,36.791628,17.40236143,0.562245113,1.188684255,2.114174456,0.524040383147096,606,2
3Egy$LBd99weR14rW4bgZj,IfcWallStandardCase,0.324,6.5096,4.778,53.7188464,17.34244474,0.583573063,1.807638554,3.097535971,0.523690941562614,607,2
3Egy$LBd99weR14rW4bmY_,IfcWallStandardCase,0.324,10.826,4.668,95.32126,16.8859018,0.549845894,3.103891284,5.645020392,0.521233266482439,608,2
35QeWibpT4DfyH3NIf2o5n,IfcWallStandardCase,0.324,1.91,4.778,13.840196,18.99572037,0.704619955,0.513382914,0.72859548,0.520824972457031,609,2
3XvHzMbaz6sPRw0vJHtuxI,IfcWallStandardCase,7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2.163567942,1.26441,0.520199734526356,610,2
1uDBQ9y7vCyxXlpVEuenKk,IfcWallStandardCase,0.254,0.8675,4.668,6.519414,40.48091929,1.200380607,0.193320168,0.16104906,0.517398800204678,611,2
0tIhQ6hmz02e5gznEed4H$,IfcWallStandardCase,0.501,0.254,4.668,3.204788,44.12918288,1.215573546,0.088278442,0.072622872,0.515171526905713,612,2
3Egy$LBd99weR14rW4bgmK,IfcWallStandardCase,11.43299986,0.324,4.778,93.26652268,17.24550264,0.621513571,3.361247904,5.408164936,0.514744779862034,613,2
3LbNSBzHHBSuzhUUvuwEz8,IfcWallStandardCase,0.324,3.602,4.668,32.352032,17.16454931,0.521390153,0.982724953,1.884816864,0.513866229945381,614,2
1uDBQ9y7vCyxXlpVEuen68,IfcWallStandardCase,0.254,0.962,4.668,7.374072,40.10933653,1.199472345,0.220522108,0.183849264,0.51278353930733,615,2
1qc5HjZvrCsga38tqxQ3FB,IfcWallStandardCase,1.165,0.254,4.668,9.210004,39.55720347,1.198343588,0.279007318,0.23282748,0.512465360616723,616,2
3Egy$LBd99weR14rW4bn0F,IfcWallStandardCase,3.032,0.324,4.668,27.117152,17.28287452,0.521543375,0.818311269,1.569018624,0.511572811027244,617,2
1uDBQ9y7vCyxXlpVEuenCQ,IfcWallStandardCase,1.332,0.254,4.668,10.720352,39.25144906,1.197832329,0.327151851,0.273119904,0.510916539477834,618,2
2d8HbdSu9Fr9Na0iagzL9I,IfcWallStandardCase,6.418000141,0.324,4.778,59.60941732,16.88755108,0.508625633,1.795338913,3.529784576,0.510496077567402,619,2
0tIhQ6hmz02e5gznEed5Hk,IfcWallStandardCase,1.12,0.324,1.09,2.08648,20.55013631,2.639411201,0.267982586,0.1015312,0.509470141756406,620,2
2aLm9SpA17kgM40Wrir9kq,IfcWallStandardCase,7.675,0.35,2.8,32.28718658,15.50129705,1.098405265,2.287835375,2.08287,0.509446302409279,621,2
3Egy$LBd99weR14rW4bpVj,IfcWallStandardCase,0.324,8.45,4.668,70.124088,17.15986812,0.559721816,2.287312561,4.08651672,0.509416654312921,622,2
3Egy$LBd99weR14rW4bsF6,IfcWallStandardCase,2.743998865,0.324,4.778,25.05910933,17.35206813,0.509128243,0.735261077,1.444156924,0.509198054580518,623,2
3Egy$LBd99weR14rW4bqyj,IfcWallStandardCase,0.324,3.053,4.668,23.934028,17.88083506,0.609071476,0.815260233,1.338529656,0.508911660389161,624,2
3Nzv8K$tX09RGOmPX1Qm0C,IfcWallStandardCase,0.3,2.124976774,2.8,6.655874578,24.61547051,2.657948327,0.718693177,0.270393961,0.508333003213513,625,2
08QzPWFiD5guaSUbfGzYVK,IfcWallStandardCase,7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,2.363522954,2.371005,0.508269647691657,626,2
197mqEVor8ZRDjVbXCppnN,IfcWallStandardCase,0.324,4.12505951,4.778,34.96585698,17.93227647,0.59355757,1.157368343,1.949883889,0.505971469375294,627,2
3Egy$LBd99weR14rW4bgbX,IfcWallStandardCase,0.324,2.1834,4.778,16.4112496,18.56902604,0.676052052,0.597492779,0.883797005,0.505927868755415,628,2
3Egy$LBd99weR14rW4bqVs,IfcWallStandardCase,0.324,1.547279221,4.668,13.14155593,18.4550171,0.524666553,0.373607611,0.712085817,0.504442025847738,629,2
