global_ids,types,X,Y,Z,areas,gyrations,volumes,ax1s,ax2s
1byTDaqS91rBnWJlv$nm9g,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3diCC$3KrF5BxpxbSkFSfr,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
0otfaO0qPDAhynjJ6DmgdG,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0otfaO0qPDAhynjJ6DnLsa,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098844
0mxk1RW8H5mvX1dNnpRqEm,IfcRailing,2.6100017,5.339997959,5.870000076,11.09220932,1.985498738,0.074079575,149.7337057,26.80224246
1byTDaqS91rBnWJlv$nmIS,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmCW,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1l0GAJtRTFv8$zmKJOH4$e,IfcWindow,0.617,3,2.61,23.751856,1.01580199,0.221796648,107.0884353,4.57987981
1byTDaqS91rBnWJlv$nmxs,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0hClkaWNXADeZuzBgt7BwR,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
1byTDaqS91rBnWJlv$nm$e,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6DnLrq,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1hOSvn6df7F8_7GcBWlS_W,IfcWindow,3,0.617,2.61,23.751856,1.01580199,0.221796648,107.0884353,4.57987981
2nmF4SfA53HwOUqio8eC6P,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
1byTDaqS91rBnWJlv$nms7,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2g$QZpOGbBUxSNx_ZgxJtw,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1hOSvn6df7F8_7GcBWlS1M,IfcWindow,1.019,0.617,0.959,4.25305924,0.330322653,0.048861284,87.04354278,6.760417
35QeWibpT4DfyH3NIf2nk$,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6Dmg7t,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
257BDFGvb67Bu1YenmZ9KK,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
1byTDaqS91rBnWJlv$nnfS,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0bb0DZ5jn9dusOmNyFZF9k,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
0E_GB4VlXEMhsAkPpccRSC,IfcSlab,7.675,7.38,0.45,114.6685,2.992045357,13.417625,8.54611006,0.222993664
35QeWibpT4DfyH3NIf2n7C,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$gx,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
24b7QA$u9B6PWCemHbVVYO,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
1rwkKnKer8cxMGFEaL_UVm,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
3eIXtbz01CQuZOCQ8qhuxf,IfcDoor,2.902,0.245999999,2.162000012,12.53887856,0.804874549,0.059765163,209.802467,13.46728619
1byTDaqS91rBnWJlv$nmWh,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1YVkpHqzT97Ai1czAQ6ipG,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
3B42tgnPT4YPguPNio8Neo,IfcWindow,0.95,0.32,0.825,1.784,0.261984325,0.0230125,77.52308528,11.38443565
2cTeoFZTf6xf4ve1Sgpl1t,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
1byTDaqS91rBnWJlv$nmyn,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0kDw6Y$0n51e0nbpL5AKHs,IfcDoor,2.19,0.32,2.8,14.1436,0.622773922,0.30074,47.02932766,2.070805088
35QeWibpT4DfyH3NIf2mPA,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$OE,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2xmbPKpzD9oOgks5iF477B,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1oCmeD_UH0NAQ13DTKAKXn,IfcDoor,0.3143,1.1010006,2.525,4.346431765,0.262675542,0.02719423,159.8291932,9.659238235
3ThA22djr8AQQ9eQMA5s7I,IfcSlab,8.166,17.166,0.657,292.4973656,5.436696799,60.74719844,4.814993499,0.089497079
1hOSvn6df7F8_7GcBWlR72,IfcWindow,5.035,0.617,2.62,37.739076,1.640098443,0.337282498,111.891593,4.862684702
102hFfQGDEOBE7V8g0mC8W,IfcWindow,1.415,0.32,1.68,5.3669,0.44207506,0.056107,95.65473114,7.879142714
3LjuaIy0TB9BYwqsSadrQS,IfcDoor,0.3143,1.099548749,2.525,4.339643783,0.262252153,0.02715136,159.8315437,9.658895655
35QeWibpT4DfyH3NIf2nMH,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$Zq,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nn72,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nm6r,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0LSkmVeEz8$OhFjqm4WfI0,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
20WCXjGrT0Mes7IkMcPT8Y,IfcSlab,2.7,2.2,0.3,10.9,0.924211376,0.5,21.8,1.848422751
2bSdioeDr6uRkuYwLXEqdi,IfcDoor,0.32,1.085,2.8,7.5459,0.290976641,0.15046,50.15219992,1.933913606
1byTDaqS91rBnWJlv$nn82,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nRq,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nnOd,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$wG,IfcDoor,0.374,1.572,2.41,7.835228,0.396781677,0.15420948,50.80899047,2.57300444
1gI9yvoGTDdAVuJ6X4le$S,IfcDoor,2.19,0.32,2.8,14.1436,0.622773922,0.30074,47.02932766,2.070805088
215i6zgNzExvVdsC0sC0TE,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
2yD66Bokr0jRIU3nebolJC,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
2OBrcmyk58NupXoVOHUten,IfcSlab,6.009,2.43,0.213,26.117154,1.796231727,0.16840291,155.0873082,10.66627487
3qpE7fVkr8dRZ2wfCc6tjC,IfcDoor,0.225,1.065,1.7,2.71325,0.24980826,0.0324375,83.64547206,7.701218029
0n9MOIWtH5YQCWD492V9Gs,IfcDoor,2.19,0.32,2.8,14.1436,0.622773922,0.30074,47.02932766,2.070805088
1jj1J6qBXAKhnoBT6qD$Oa,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
2tw3QDFSDD19cAIA6jpSFg,IfcSlab,1.21,0.6,0.3,1.09,0.313594749,0.0404,26.98019802,7.762246265
1I_Rp6d3j27fE7zFUMgaqj,IfcDoor,2.902,0.245999999,2.162000012,12.53887856,0.804874549,0.059765163,209.802467,13.46728619
35QeWibpT4DfyH3NIf2mOF,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1aj$VJZFn2TxepZUBcKp$i,IfcDoor,1.114,0.374,2.308,5.400468,0.265980739,0.097883984,55.17213112,2.717306024
2cw31c83rEwwUQAXLrLyoi,IfcWindow,0.95,0.32,1.18,2.565,0.273392998,0.031,82.74193548,8.819128958
0xUp88Fb99vAaphf3pNOo1,IfcSlab,7.675,7.38,0.45,114.6685,2.992045357,13.417625,8.54611006,0.222993664
1OlyrqS6r8JQAN1mOyoyYV,IfcDoor,1.085,0.32,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
14a_vuUkr9Aug0F5XZL1r9,IfcWindow,0.95,0.32,0.825,1.784,0.261984325,0.0230125,77.52308528,11.38443565
35QeWibpT4DfyH3NIf2no0,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$GX,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
21QXPa4vP6k9SQDBS6RqSU,IfcWindow,1.415,0.32,1.2,3.8645,0.428325254,0.043075,89.7156123,9.943708747
0_QRrhjHj50x3FYdiDDmEV,IfcWindow,1.21,0.32,2.72,7.4454,0.384804697,0.076102,97.8344853,5.056433428
2g$QZpOGbBUxSNx_ZgxJs2,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
35QeWibpT4DfyH3NIf2nWf,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nnMB,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nqk,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmuz,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2mGD,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2g$QZpOGbBUxSNx_ZgxJ$f,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
35QeWibpT4DfyH3NIf2nuL,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3T5uQCw_91vwRNf6YbqNPs,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
0otfaO0qPDAhynjJ6DmgaJ,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0otfaO0qPDAhynjJ6Dmg3B,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
35QeWibpT4DfyH3NIf2oWQ,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1Mcb7tHkLBAuI0wwXjNdwi,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
1byTDaqS91rBnWJlv$nmwJ,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$jF,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmGk,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nmzE,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1M__5GxAz3ZQ0MDu9qSzkt,IfcDoor,1.085,0.32,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
1i9qyzPSX9HgDyUND9oE5r,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
0QhUJyYVf6kv6QGMf6oO99,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
1hOSvn6df7F8_7GcBWlRH8,IfcDoor,0.667,1.602,2.286,7.555608,0.417359088,0.1487411,50.79704265,2.80594327
2OBrcmyk58NupXoVOHUvPL,IfcDoor,0.374,1.216,2.308,5.866608,0.294963595,0.108842048,53.90019857,2.710015116
0Xq84doDT4bhudPNm8GcHM,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
2d$nQUVtH5i8ulOgXV26ZM,IfcSlab,2.7,2.2,0.3,10.9,0.924211376,0.5,21.8,1.848422751
3w9$CvKpv0dhLlXd16X1xQ,IfcRailing,2.385,0.4175,1.1175,2.227782366,0.82484013,0.013959764,159.5859627,59.08696836
35QeWibpT4DfyH3NIf2nrl,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0QOZ2tbwPA7OVtQXbgDBvb,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
3LvCR8tPr4Ew7wZXSMele6,IfcSlab,7.675,7.38,0.61,119.3581,2.992045357,22.004905,5.424158841,0.135971746
3UYqhMg6zElQO64rLnewgQ,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
1byTDaqS91rBnWJlv$nnNu,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2g$QZpOGbBUxSNx_ZgxJz3,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0otfaO0qPDAhynjJ6DnLqt,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
3qpE7fVkr8dRZ2wfCc6tpH,IfcDoor,0.225,1.065,1.7,2.71325,0.24980826,0.0324375,83.64547206,7.701218029
1Q7vSN7v15bQzJ_Iw0KiPz,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
0bpfxAz3XBrAx$RjFuHwqx,IfcRailing,1.307818419,6.366772285,1.299999663,4.62377141,1.703520291,0.143594582,32.20018009,11.86340225
1hOSvn6df7F8_7GcBWlRGQ,IfcDoor,0.667,1.602,2.286,7.555608,0.417359088,0.1487411,50.79704265,2.80594327
1l0GAJtRTFv8$zmKJOH4qs,IfcWindow,0.617,1.019,0.959,4.249626,0.330818335,0.04872698,87.21299781,6.78922304
1bPpW80Z12EOilKhiMM4WW,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1byTDaqS91rBnWJlv$nnv2,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1ZTfuI795Cex7tId36GF1Z,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
0jTEfRlBLDTf4uGpJsX60v,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
27LYbuuBj2h8ld0YMQKXCX,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
0otfaO0qPDAhynjJ6DnLXx,IfcDoor,0.32065,2,2.525,8.760214803,0.518645849,0.080042463,109.4445931,6.479633792
35QeWibpT4DfyH3NIf2sJ8,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1l0GAJtRTFv8$zmKJOH4u1,IfcWindow,0.617,1.019,0.959,4.249626,0.330818335,0.04872698,87.21299781,6.78922304
0Gq_aKB011lg32BgJmYqkx,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
1GiWsHhUr5HBFMl4ObzVRK,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
1Z3ORnu413Pvme3YFTDFKx,IfcDoor,0.32,1.085,2.8,7.5459,0.290976641,0.15046,50.15219992,1.933913606
3a36cxjXjC3AZGQEMuUogn,IfcDoor,2.19,0.32,2.8,14.1436,0.622773922,0.30074,47.02932766,2.070805088
1byTDaqS91rBnWJlv$nmW0,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n$H4,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$nnU$,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nvC,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2n4J,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6DmgGp,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$n$qC,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
08r4_f05L5auzD4X$ClcAw,IfcWindow,1.415,0.32,1.68,5.3669,0.44207506,0.056107,95.65473114,7.879142714
35QeWibpT4DfyH3NIf2nA4,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2olz,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
21ldoMpbP4VfsJ0XGY_34P,IfcRailing,0.24,3.95000024,3.156856246,0.597544656,1.07843207,0.005838258,102.3498206,184.7181258
1byTDaqS91rBnWJlv$nm10,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3h2oPIyc5CZBrXnvEqeG_P,IfcWindow,1.415,0.32,1.68,5.3669,0.44207506,0.056107,95.65473114,7.879142714
3otxB_Cqf9RewWFNuf574U,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
35QeWibpT4DfyH3NIf2npj,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nl2,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0Iv7Z2HBT5FOzKWPhtU42V,IfcSlab,2.7,2.2,0.3,10.9,0.924211376,0.5,21.8,1.848422751
0otfaO0qPDAhynjJ6DmgkM,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$nnE_,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0xsG2MKUfDj969xhpJiyYH,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
1byTDaqS91rBnWJlv$n$_5,IfcDoor,0.374,1.352,2.41,6.784948,0.333758268,0.12943,52.42175693,2.578677803
1byTDaqS91rBnWJlv$nmMw,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0tIhQ6hmz02e5gznEed4FD,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2odN,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0INGoQzzLEDgz2y8pq7HJD,IfcDoor,2.19,0.32,2.8,14.1436,0.622773922,0.30074,47.02932766,2.070805088
1hOSvn6df7F8_7GcBWlS9F,IfcDoor,0.374,1.114,2.308,5.400468,0.265980739,0.097883984,55.17213112,2.717306024
1hOSvn6df7F8_7GcBWlSnC,IfcWindow,1.019,0.617,0.959,4.249626,0.330818335,0.04872698,87.21299781,6.78922304
1byTDaqS91rBnWJlv$n$fc,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1RsnZGkdD24gP_Mn_xjUTL,IfcDoor,1.085,0.32,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
1GtTrf_lf4ChsZ$SM9tpJX,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
1byTDaqS91rBnWJlv$nnPu,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3qpE7fVkr8dRZ2wfCc6rOU,IfcRailing,0.243295688,1.824,1.301647844,1.215042375,0.498544627,0.007035911,172.6915521,70.85715466
1sRXNaZyHBZf8ll8vLzCCr,IfcDoor,2.19,0.32,2.8,14.1436,0.622773922,0.30074,47.02932766,2.070805088
35QeWibpT4DfyH3NIf2nez,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n_q6,IfcDoor,1.572,0.517,2.41,7.835228,0.401077501,0.15420948,50.80899047,2.600861513
0mxk1RW8H5mvX1dNnpRqtX,IfcDoor,1.267,0.517,2.41,6.379158,0.316067497,0.11985611,53.22346938,2.637057858
35QeWibpT4DfyH3NIf2o3X,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0ztdC3L1HAzhbhMHypqcYf,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2n1I,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
3gxEUcQPP23QLc7sJ27bfx,IfcSlab,7.675,7.38,0.38,106.4208,2.922131401,8.97669,11.8552384,0.325524375
37wAzjMQf3$gm9k5FcpmpO,IfcWindow,1.21,0.32,2.72,7.4454,0.384804697,0.076102,97.8344853,5.056433428
2Pmz6mr5j1XR2kabw07OcW,IfcDoor,0.32,1.085,2.72,7.3259,0.290914046,0.14596,50.19114826,1.993108018
0erXUP2Jv3o90g3rVxo2Sp,IfcSlab,7.675,7.38,0.38,106.4208,2.922132226,8.97669,11.8552384,0.325524467
0kRWKxi_L8IgM5pxQ3Afs3,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
0wkEuT1wr1kOyafLY4v_PL,IfcRailing,0.24,3.950000308,3.156856246,0.597546335,1.078431269,0.00583828,102.3497274,184.7173013
1byTDaqS91rBnWJlv$n$M9,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2oNE,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
0otfaO0qPDAhynjJ6Dmg0_,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
1byTDaqS91rBnWJlv$nm9F,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2mQM,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2g$QZpOGbBUxSNx_ZgxG8P,IfcWindow,1.2,0.467,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
2w0JgsbVrF_h9NIy9zJqq2,IfcWindow,1.2,0.32,0.825,2.2715,0.342127331,0.028325,80.19417476,12.07863481
1XDak$XfD6EgU4WfRG3PW2,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
1hOSvn6df7F8_7GcBWlS2V,IfcWindow,1.019,0.617,0.959,4.249626,0.330818335,0.04872698,87.21299781,6.78922304
3pms57Ad5AVAb74jf4yKZb,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2nds,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2oXr,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1byTDaqS91rBnWJlv$n_s5,IfcDoor,0.517,1.267,2.41,6.379158,0.316067497,0.11985611,53.22346938,2.637057858
17EsVZ1aP6LhBbb$qVMGSf,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
0ClPCUC7jCQRnj1dhupHk0,IfcDoor,1.065,0.225,1.7,2.71325,0.24980826,0.0324375,83.64547206,7.701218029
1byTDaqS91rBnWJlv$nnj_,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2n25,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
1pSxEG2rr6zgoLYoEvbIzF,IfcSlab,2.45,0.45,0.3,1.625,0.653516131,0.05625,28.88888889,11.61806455
1hKPrj_5TAsgq4jTLqsBdP,IfcDoor,1.21,0.32,2.8,8.2634,0.329471078,0.16746,49.34551535,1.967461349
3zJdAHxef7TALi7pssIWZx,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
0mStS$juH0$wi3dHqZrUgd,IfcRailing,2.385,0.435,1.1175,2.227782366,0.82537973,0.013959764,159.5859627,59.12562231
0otfaO0qPDAhynjJ6DmgUg,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
0mxk1RW8H5mvX1dNnpRqy_,IfcDoor,0.517,2.182,2.41,10.965036,0.574538948,0.22291622,49.1890451,2.577376144
33RCWHsGj7kvpWT5pcQpxV,IfcSlab,7.675,7.38,0.38,106.4208,2.922132226,8.97669,11.8552384,0.325524467
2OBrcmyk58NupXoVOHUvVV,IfcDoor,1.216,0.374,2.308,5.866608,0.294963595,0.108842048,53.90019857,2.710015116
0otfaO0qPDAhynjJ6DmgEk,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098844
1vI2HIVov9wADPa8xtU7sX,IfcDoor,2.19,0.32,2.72,13.7388,0.622670396,0.29182,47.07970667,2.133748187
35QeWibpT4DfyH3NIf2n3I,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2g$QZpOGbBUxSNx_ZgxJnH,IfcWindow,0.467,1.2,1.935,7.183156,0.391513745,0.068159298,105.3877638,5.744098845
35QeWibpT4DfyH3NIf2n6z,IfcDoor,1.267,0.374,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
2O2Fr$t4X7Zf8NOew3FKcz,IfcSlab,8.166,9.508,0.327,134.200452,3.375078396,8.243116356,16.28030543,0.409442042
3LrM6K8GbDJQd70IrWqHee,IfcDoor,1.085,0.32,2.33,6.2534,0.290543469,0.1240225,50.4214961,2.342667414
35QeWibpT4DfyH3NIf2mHI,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
35QeWibpT4DfyH3NIf2o7O,IfcDoor,0.374,1.267,2.41,6.379158,0.309483447,0.11985611,53.22346938,2.582124911
