,X,Y,Z,areas,ax1s,ax2s,global_ids,gyrations,types,volumes
0,1.746,3.98250192244,5.88390531277,8.54207913729,150.288706191,23.0679156939,3NhaIUfh12PAdrGa$S3__B,1.31112953451,IfcRailing,0.0568377980875
1,2.87500079132,5.33999843597,5.88390531277,11.333201302,149.735326541,27.2603524545,3NhaIUfh12PAdrGa$S3__F,2.06328772953,IfcRailing,0.0756882264444
2,2.61000170028,5.33999795914,5.87000007629,11.0922093192,149.733705661,26.8022424598,0mxk1RW8H5mvX1dNnpRqEm,1.98549873775,IfcRailing,0.0740795752718
3,1.4649990077,3.91000142151,5.87000007629,7.95375308787,150.830497049,23.4096579036,0mxk1RW8H5mvX1dNnpRqEq,1.23446280745,IfcRailing,0.0527330562683
4,3.88,1.48100016579,5.89824886322,8.0439069193,150.524441916,23.1644742124,0mxk1RW8H5mvX1dNnpRq2q,1.23789114928,IfcRailing,0.0534392077253
5,5.33999986649,2.57600043031,5.87000007629,11.0876425784,149.77229456,26.7052997596,0mxk1RW8H5mvX1dNnpRq2e,1.97699327204,IfcRailing,0.0740299974102
6,1.31008692387,6.44557455524,1.29999966336,4.63317062997,31.9054417977,11.8542123119,0bpfxAz3XBrAx$RjFuHwvy,1.72141757739,IfcRailing,0.145215686382
7,1.30781841911,6.36677228489,1.29999966336,4.62377141018,32.2001800862,11.8634022465,0bpfxAz3XBrAx$RjFuHwqx,1.7035202905,IfcRailing,0.143594582322
8,0.243295688012,1.824,1.30164784401,1.2150423747,172.691552063,70.8571546594,3qpE7fVkr8dRZ2wfCc6rOU,0.498544627305,IfcRailing,0.00703591090698
