,X,Y,Z,areas,ax1s,ax2s,global_ids,gyrations,types,volumes
0,7.675,0.4,2.58,38.2853313114,11.4698856501,0.641100990937,1UbBrjzU900vvtNYtFrNRW,2.13993099765,IfcWallStandardCase,3.3379
1,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,1FRaOMi8D0ewtxP950tv24,2.01839514836,IfcWallStandardCase,3.31058
2,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,3k2zEpWm12dhV9c2m$$NC2,2.01839514836,IfcWallStandardCase,3.31058
3,7.675,0.4,2.58,38.6247306487,11.4879052157,0.62263886987,14meJ0dXrC2vQ$4K2XaVIY,2.09344159694,IfcWallStandardCase,3.36220833333
4,7.375,0.4,2.58,34.8102903011,11.5743078558,0.724342412304,1rqOi_aOv1SevFrD38lQsZ,2.17849481489,IfcWallStandardCase,3.00754833333
5,0.3,2.1666434403,2.58,6.58491680515,24.7858142416,2.36074370797,1TwzF17vn7cgptSqix6oHw,0.627185403866,IfcWallStandardCase,0.265672805458
6,7.675,0.4,2.58,38.2853313114,11.4698856501,0.641100990937,3Mibqm1IT9GvqsdvoYLuDc,2.13993099765,IfcWallStandardCase,3.3379
7,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,1F87kfUbz67h$rm61doscg,2.01839514836,IfcWallStandardCase,3.31058
8,0.3,2.1666434403,2.58,6.58491680515,24.7858142416,2.36074370797,1fSPz2NmP4K9WVHrUZoUY8,0.627185403865,IfcWallStandardCase,0.265672805458
9,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,0a26emm81ApgimaT$yxiRz,2.01839514836,IfcWallStandardCase,3.31058
10,7.375,0.4,2.58,34.8102903011,11.5743078558,0.724342412304,2VfLmWcabCzPoYl1XQvHa0,2.17849481489,IfcWallStandardCase,3.00754833333
11,7.675,0.4,2.58,38.6247306487,11.4879052157,0.62263886987,23Qg$xw3P9OhBvGA7GvuhR,2.09344159693,IfcWallStandardCase,3.36220833333
12,7.675,0.4,2.58,38.2853313114,11.4698856501,0.641100990937,2g2DLYia99DRE1CqMEexKK,2.13993099765,IfcWallStandardCase,3.3379
13,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,2nx2BtCkX2cgIVUJbYFzvi,2.01839514836,IfcWallStandardCase,3.31058
14,0.3,2.1666434403,2.58,6.58491680515,24.7858142416,2.36074370797,2J3mxCVB1CywqSnAiJ4tFy,0.627185403865,IfcWallStandardCase,0.265672805458
15,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,1CMMYbtZr1e9csoq0X5p4_,2.01839514836,IfcWallStandardCase,3.31058
16,7.375,0.4,2.58,34.8102903011,11.5743078558,0.724342412304,0cxFzHcarEaeck8KCewQ3e,2.17849481489,IfcWallStandardCase,3.00754833333
17,7.675,0.4,2.58,38.6247306487,11.4879052157,0.62263886987,1u5DHKoF16lAN2epmIoeKF,2.09344159694,IfcWallStandardCase,3.36220833333
18,7.675,0.4,2.58,38.2853313114,11.4698856501,0.641100990937,0hHdEzezj4HAySpR8SmpqW,2.13993099765,IfcWallStandardCase,3.3379
19,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,3TYRWdlML7CuFJawCZKyHA,2.01839514836,IfcWallStandardCase,3.31058
20,0.3,2.1666434403,2.58,6.58491680515,24.7858142416,2.36074370797,0ACdZ_0kX5qAdvJsbzS05A,0.627185403865,IfcWallStandardCase,0.265672805458
21,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,1bbFHrU4DBhx4YioP6eGsS,2.01839514836,IfcWallStandardCase,3.31058
22,7.375,0.4,2.58,34.8102903011,11.5743078558,0.724342412304,1zlY19Z0zAMAFmQhXzysyH,2.17849481489,IfcWallStandardCase,3.00754833333
23,7.675,0.4,2.58,38.6247306487,11.4879052157,0.62263886987,1lXMj_pyjDBPd$_2hZtQq1,2.09344159694,IfcWallStandardCase,3.36220833333
24,7.675,0.4,2.58,38.2853313114,11.4698856501,0.641100990937,1w9BeUOAz6gvImlsobeD_w,2.13993099765,IfcWallStandardCase,3.3379
25,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,3oeO4lAA90puwFjDcYULES,2.01839514836,IfcWallStandardCase,3.31058
26,0.3,2.1666434403,2.58,6.58491680515,24.7858142416,2.36074370797,302ypBJnbBJ9L8R5dWPcdO,0.627185403865,IfcWallStandardCase,0.265672805458
27,0.4,7.38,2.58,37.4143767933,11.301456782,0.6096802217,2FfnkWJgj4bfZVRJG1JylA,2.01839514836,IfcWallStandardCase,3.31058
28,7.375,0.4,2.58,34.8102903011,11.5743078558,0.724342412304,1ceHy3C15CfPlZSMQJwmH5,2.17849481489,IfcWallStandardCase,3.00754833333
29,7.675,0.4,2.58,38.6247306487,11.4879052157,0.62263886987,0aRreihpvAxPVmYNEVbBJO,2.09344159694,IfcWallStandardCase,3.36220833333
30,0.35,7.38,2.8,39.7680865787,14.5049008202,0.740529540281,2swCE4wQv4FQUyYlPu_cKr,2.03030984059,IfcWallStandardCase,2.7417
31,7.675,0.35,2.8,21.0605865787,16.1439473985,1.65847835769,14npLq9jf52P2LJ8lz009C,2.16356794152,IfcWallStandardCase,1.30455
32,0.35,7.38,2.8,39.7680865787,14.5049008202,0.740529540281,0apDtFkEXFcRF2pa86fcBR,2.03030984059,IfcWallStandardCase,2.7417
33,7.675,0.35,2.8,32.2871865787,15.5012970462,1.09840526538,2wMrEQnZj0tx6ZcpbcsFGz,2.28783537511,IfcWallStandardCase,2.08287
34,0.3,2.12,2.8,10.888,21.8108974359,1.11179388513,182FYHpoXADQXIXOcelprr,0.555007507456,IfcWallStandardCase,0.4992
35,5.95,0.375,2.8,28.127,13.0416840543,0.84473267594,02aQNPF8nACBRGg8FWY_Am,1.8218349622,IfcWallStandardCase,2.1567
36,0.3,2.12497677363,2.8,6.65587457763,24.6154705136,2.65794832663,3fmFvgvkzBZ8Spbxb4TlSH,0.718693176557,IfcWallStandardCase,0.270393961145
37,0.35,7.38,2.8,39.7680865787,14.5049008202,0.740529540281,2m16QP_lnDRub3tR6yX3Bb,2.03030984059,IfcWallStandardCase,2.7417
38,0.35,7.38,2.8,39.7680865787,14.5049008202,0.740529540281,1BWix8O3v3QflanMxiC41M,2.03030984059,IfcWallStandardCase,2.7417
