,X,Y,Z,areas,ax1s,ax2s,global_ids,gyrations,types,volumes
42,0.467,1.2,1.935,7.183156,105.387763824,5.74409884459,0otfaO0qPDAhynjJ6DmgFZ,0.39151374489,IfcWindow,0.068159298
43,0.467,1.2,1.935,7.183156,105.387763824,5.74409884447,0otfaO0qPDAhynjJ6DmgEk,0.391513744882,IfcWindow,0.068159298
44,0.467,1.2,1.935,7.183156,105.387763824,5.74409884455,0otfaO0qPDAhynjJ6DmgDl,0.391513744887,IfcWindow,0.068159298
45,0.467,1.2,1.935,7.183156,105.387763824,5.74409884459,0otfaO0qPDAhynjJ6DmgC_,0.39151374489,IfcWindow,0.068159298
46,0.467,1.2,1.935,7.183156,105.387763824,5.74409884446,0otfaO0qPDAhynjJ6DnLsa,0.391513744881,IfcWindow,0.068159298
47,1.2,0.467,1.935,7.183156,105.387763824,5.74409884452,0otfaO0qPDAhynjJ6DnLrq,0.391513744885,IfcWindow,0.068159298
48,1.2,0.467,1.935,7.183156,105.387763824,5.74409884473,0otfaO0qPDAhynjJ6DnLqt,0.391513744899,IfcWindow,0.068159298
49,0.467,1.2,1.935,7.183156,105.387763824,5.74409884458,2g$QZpOGbBUxSNx_ZgxJw0,0.391513744889,IfcWindow,0.068159298
50,0.467,1.2,1.935,7.183156,105.387763824,5.74409884457,2g$QZpOGbBUxSNx_ZgxJxR,0.391513744888,IfcWindow,0.068159298
51,0.467,1.2,1.935,7.183156,105.387763824,5.74409884458,2g$QZpOGbBUxSNx_ZgxJu4,0.391513744889,IfcWindow,0.068159298
52,0.467,1.2,1.935,7.183156,105.387763824,5.74409884456,2g$QZpOGbBUxSNx_ZgxJvL,0.391513744888,IfcWindow,0.068159298
53,0.467,1.2,1.935,7.183156,105.387763824,5.74409884457,2g$QZpOGbBUxSNx_ZgxJs2,0.391513744888,IfcWindow,0.068159298
54,0.467,1.2,1.935,7.183156,105.387763824,5.74409884465,2g$QZpOGbBUxSNx_ZgxJps,0.391513744894,IfcWindow,0.068159298
55,0.467,1.2,1.935,7.183156,105.387763824,5.74409884462,2g$QZpOGbBUxSNx_ZgxJnH,0.391513744892,IfcWindow,0.068159298
56,0.467,1.2,1.935,7.183156,105.387763824,5.74409884465,2g$QZpOGbBUxSNx_ZgxJk0,0.391513744894,IfcWindow,0.068159298
57,0.467,1.2,1.935,7.183156,105.387763824,5.74409884446,2g$QZpOGbBUxSNx_ZgxJl5,0.391513744881,IfcWindow,0.068159298
