X,Y,Z,areas,ax1s,ax2s,global_ids,gyrations,types,volumes,Train
1.182,0.324,1.668,3.490752,19.52808996,1.598441338,2_TmT90dD0x8tJSTjyTcfu,0.285730059,IfcWallStandardCase,0.178755424,train
0.324,4.403,4.668,39.708416,17.05251041,0.521270866,3Egy$LBd99weR14rW4bpLA,1.213829512,IfcWallStandardCase,2.328596496,train
0.324,2.984,4.778,23.940092,17.88876597,0.599438524,3Egy$LBd99weR14rW4bsGX,0.802213715,IfcWallStandardCase,1.338275208,train
0.550025,0.324,4.668,4.3226936,22.29053741,0.552773687,2j55VthSj3Lu0J6fyrpKr9,0.107196665,IfcWallStandardCase,0.193925051,train
2.039046059,0.467,3.108195686,13.23163872,9.265868678,0.375667851,2j55VthSj3Lu0J6fyrpGQ3,0.53645281,IfcWallStandardCase,1.427997653,train
3.537747734,0.254,0.7,3.75222449,41.6362435,10.69307081,2j55VthSj3Lu0J6fyrpHPa,0.963650868,IfcWallStandardCase,0.090119189,train
0.324,4.146,4.668,33.97214,17.47460192,0.610139502,3Egy$LBd99weR14rW4bptd,1.186164049,IfcWallStandardCase,1.944086632,train
3.679,0.324,4.778,33.85186,17.14078209,0.508847434,3Egy$LBd99weR14rW4bgzG,1.004938514,IfcWallStandardCase,1.974930888,train
0.324,1.244298404,3.2,7.26877643,18.71086033,0.781459823,3Egy$LBd99weR14rW4bfpN,0.303580736,IfcWallStandardCase,0.388479006,train
0.324,0.43,4.668,3.220384,25.27231201,0.591944141,3Egy$LBd99weR14rW4bnjb,0.075429879,IfcWallStandardCase,0.12742736,train
7.886,0.324,4.778,63.286524,17.40191609,0.616989162,3Egy$LBd99weR14rW4bge1,2.243839083,IfcWallStandardCase,3.636756072,train
7.375,0.4,2.58,34.8102903,11.57430786,0.724342412,1rqOi_aOv1SevFrD38lQsZ,2.178494815,IfcWallStandardCase,3.007548333,train
0.324,11.2694,4.668,102.7694336,16.7573381,0.521076845,3Egy$LBd99weR14rW4bqEC,3.195661021,IfcWallStandardCase,6.132801821,train
0.606,0.254,4.778,4.255608,42.40001741,1.178006396,2j55VthSj3Lu0J6fyrpHdv,0.118234231,IfcWallStandardCase,0.100368072,train
0.254,0.996,2.7,4.335968,40.34959985,2.143249157,0tIhQ6hmz02e5gznEed599,0.230313554,IfcWallStandardCase,0.10746,train
0.324,0.55,4.668,4.322464,22.29094555,0.55277809,3Egy$LBd99weR14rW4brDp,0.107189863,IfcWallStandardCase,0.1939112,train
0.3375,0.254,4.668,1.726094,52.03011916,1.285433216,1uDBQ9y7vCyxXlpVEuenyp,0.042644118,IfcWallStandardCase,0.0331749,train
0.467,5.134996354,5.227,52.9266494,8.591219343,0.238550494,0$T_kKFfj6eQu9LjJc1Knz,1.469602607,IfcWallStandardCase,6.160551521,train
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,36GgwNqD16hu2sQ3mBpMh3,2.030309841,IfcWallStandardCase,2.65734,train
0.536,0.254,4.778,3.607128,43.42628999,1.182707449,3NhaIUfh12PAdrGa$S3zCJ,0.098239503,IfcWallStandardCase,0.083063232,train
0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,1PI6l81Vb0ZeIz8cIydDL5,0.57420769,IfcWallStandardCase,0.268374147,train
0.254,0.482,4.668,3.032952,44.57686319,1.218210493,0tIhQ6hmz02e5gznEed4T$,0.082885463,IfcWallStandardCase,0.068038704,train
0.324,2.03443871,4.778,15.01041763,18.78096134,0.687828853,3Egy$LBd99weR14rW4bgw1,0.549737479,IfcWallStandardCase,0.799235852,train
0.254,0.51343871,4.88,3.473077709,43.84522025,1.159100698,2d8HbdSu9Fr9Na0iagzMzv,0.091814952,IfcWallStandardCase,0.079212231,train
0.254,0.504,4.668,3.23192,44.06361198,1.215201288,3Egy$LBd99weR14rW4bnvZ,0.08913099,IfcWallStandardCase,0.073346688,train
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,0$rMYOZkXFwuJezLKdi2ev,2.030309841,IfcWallStandardCase,2.65734,train
2.832,0.324,4.668,25.280352,17.33653825,0.521622084,0bk1ZfURb7DB4FOIglu8sV,0.760635699,IfcWallStandardCase,1.458212224,train
0.368,1.99,4.668,18.098128,13.46970791,0.386270323,3Egy$LBd99weR14rW4bqX1,0.518999358,IfcWallStandardCase,1.34361696,train
0.552,0.254,4.668,3.666032,43.16648279,1.210468978,3pms57Ad5AVAb74jf4yKp9,0.102802399,IfcWallStandardCase,0.084927744,train
0.254,0.523334331,4.88,3.566769446,43.64993539,1.158093341,2d8HbdSu9Fr9Na0iagzMnt,0.094631342,IfcWallStandardCase,0.081713052,train
0.605975,0.254,4.668,4.1541819,42.41107634,1.207009636,0tIhQ6hmz02e5gznEed4bO,0.118227077,IfcWallStandardCase,0.0979504,train
0.368,2.212,4.668,20.156512,13.34642526,0.385918543,3Egy$LBd99weR14rW4bqgM,0.582835597,IfcWallStandardCase,1.510255488,train
0.543,0.254,4.668,3.584636,43.3155684,1.211208634,0tIhQ6hmz02e5gznEed7ji,0.10023514,IfcWallStandardCase,0.082756296,train
4.702,0.324,4.668,39.078444,17.35178313,0.552347779,3LbNSBzHHBSuzhUUvuwDh_,1.243958133,IfcWallStandardCase,2.252128424,train
1.819,0.324,3.1,10.510912,18.05401788,0.805118453,2O2Fr$t4X7Zf8NOew3FLEJ,0.468733844,IfcWallStandardCase,0.5821924,train
7.675,0.35,2.8,21.06058658,16.1439474,1.658478358,3ZwUt2iOD6Jfwnhcyuy3KV,2.163567942,IfcWallStandardCase,1.30455,train
6.016,0.324,4.778,55.829008,16.90978321,0.508640091,3Egy$LBd99weR14rW4bt4f,1.679316131,IfcWallStandardCase,3.301580352,train
0.324,6.709,4.778,62.34598,16.87317112,0.508616795,3NhaIUfh12PAdrGa$S3y$J,1.879327384,IfcWallStandardCase,3.694977048,train
0.254,0.543,4.668,3.584636,43.3155684,1.211208634,1qc5HjZvrCsga38tqxQ3Jf,0.10023514,IfcWallStandardCase,0.082756296,train
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,1u7w$7OzHDQOsTHCz9$yL6,2.030309841,IfcWallStandardCase,2.65734,train
0.254,5.192972893,1.97,18.40552511,38.5675435,3.020422861,2j55VthSj3Lu0J6fyrpH1B,1.441431416,IfcWallStandardCase,0.477228349,train
6.25824839,0.324,3.5532,42.9630762,17.05560587,0.694415149,0lHL5LPIr3RuynIxjjrPZ6,1.749231964,IfcWallStandardCase,2.519000294,train
0.254,0.363,4.668,1.956716,49.75460326,1.260420373,3pms57Ad5AVAb74jf4yKYG,0.049568976,IfcWallStandardCase,0.039327336,train
0.324,6.289,4.668,50.277464,17.40154085,0.641112062,3Egy$LBd99weR14rW4bodv,1.852335311,IfcWallStandardCase,2.889253568,train
0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0tIhQ6hmz02e5gznEed4ed,0.118234231,IfcWallStandardCase,0.097956432,train
0.489,0.254,4.778,3.17172,44.39432426,1.187932677,2d8HbdSu9Fr9Na0iagzeWM,0.084870981,IfcWallStandardCase,0.071444268,train
0.324,2.929,4.778,26.79886,17.29877344,0.509049205,3Egy$LBd99weR14rW4bg80,0.788607264,IfcWallStandardCase,1.549176888,train
2.2276,0.368,4.668,20.3011552,13.33877733,0.385898063,3Egy$LBd99weR14rW4brV3,0.587323432,IfcWallStandardCase,1.521965222,train
0.324,3.52,4.668,31.598944,17.17906947,0.52140745,3LbNSBzHHBSuzhUUvuwEqR,0.959069688,IfcWallStandardCase,1.83938624,train
0.499,0.254,4.668,3.1867,44.17362782,1.215827902,1qc5HjZvrCsga38tqxQ3t3,0.087710224,IfcWallStandardCase,0.072140328,train
7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2iCW$mKY5DkvenAq_yfVN5,2.163567942,IfcWallStandardCase,1.26441,train
0.324,3.312,4.668,29.688672,17.21933335,0.521457617,0bk1ZfURb7DB4FOIglu8jA,0.89906989,IfcWallStandardCase,1.724147584,train
0.254,0.506,4.668,3.250008,44.02061232,1.214959114,3Egy$LBd99weR14rW4bsg7,0.089699498,IfcWallStandardCase,0.073829232,train
4.459,0.324,4.778,37.810992,17.37963841,0.592157981,3Egy$LBd99weR14rW4btxe,1.288293815,IfcWallStandardCase,2.175591408,train
0.368,2.872,4.778,27.19607335,13.47069126,0.383852032,3NhaIUfh12PAdrGa$S3xpR,0.774961568,IfcWallStandardCase,2.018907035,train
7.675,0.35,2.8,21.06058658,16.1439474,1.658478358,14npLq9jf52P2LJ8lz009C,2.163567942,IfcWallStandardCase,1.30455,train
0.324,3.84,4.668,34.537824,17.12611038,0.521346399,3Egy$LBd99weR14rW4bmNa,1.05138702,IfcWallStandardCase,2.01667648,train
0.467,6.233,4.668,56.752758,8.501322133,0.250384994,3Egy$LBd99weR14rW4brES,1.671509296,IfcWallStandardCase,6.675756678,train
0.254,0.606,3.2,2.803848,42.62981208,1.797637761,0tIhQ6hmz02e5gznEed4ns,0.118234231,IfcWallStandardCase,0.065772,train
4.019,0.324,4.668,36.18176,17.10035713,0.521318737,0bk1ZfURb7DB4FOIglu74N,1.103031316,IfcWallStandardCase,2.115848208,train
0.384,0.8,4.778,7.399104,14.63977055,0.358453849,197mqEVor8ZRDjVbXCpppU,0.18116659,IfcWallStandardCase,0.5054112,train
0.254,0.45456129,4.778,2.852679788,45.33056313,1.193707066,2d8HbdSu9Fr9Na0iagzeig,0.075120709,IfcWallStandardCase,0.062930606,train
0.549000123,0.324,4.668,4.313281128,22.30731684,0.552954929,3Egy$LBd99weR14rW4broi,0.106917837,IfcWallStandardCase,0.193357236,train
0.254,0.606,4.668,4.154408,42.41077299,1.207008344,3Egy$LBd99weR14rW4bnYG,0.118234231,IfcWallStandardCase,0.097956432,train
1.8478,0.324,4.668,16.2414592,17.79039936,0.522517366,3LbNSBzHHBSuzhUUvuwEwL,0.477023832,IfcWallStandardCase,0.91293393,train
0.254,0.66,3.2,3.13368,42.05152979,1.794181506,0tIhQ6hmz02e5gznEedAY0,0.133702406,IfcWallStandardCase,0.07452,train
9,0.617,3.3,45.21723,7.966197393,0.484752809,2O2Fr$t4X7Zf8NOew3FNtn,2.751523492,IfcWallStandardCase,5.67613728,train
0.543,0.254,4.88,3.752964,43.29529125,1.156341918,2d8HbdSu9Fr9Na0iagzMXd,0.10023514,IfcWallStandardCase,0.08668296,train
0.467,17.28145593,5.227,168.1915954,8.253485153,0.236119915,3LbNSBzHHBSuzhUUvuwBG4,4.811710998,IfcWallStandardCase,20.3782514,train
0.254,0.477606483,4.668,2.993217029,44.68910732,1.218897649,3pms57Ad5AVAb74jf4yKW4,0.081640145,IfcWallStandardCase,0.066978671,train
0.324,0.542999834,4.668,4.258174477,22.40756644,0.554047584,3Egy$LBd99weR14rW4bqwo,0.10528726,IfcWallStandardCase,0.190032884,train
0.324,0.560001003,4.778,4.520793428,22.12144434,0.537845242,3Egy$LBd99weR14rW4bsAa,0.109915392,IfcWallStandardCase,0.204362489,train
0.482,0.254,4.668,3.032952,44.57686319,1.218210493,1uDBQ9y7vCyxXlpVEuen$k,0.082885463,IfcWallStandardCase,0.068038704,train
9,0.617,0.809,18.565506,8.307508046,1.138002143,0jf0rYHfX3RAB3bSIRjmmy,2.543191712,IfcWallStandardCase,2.2347864,train
12.306,0.324,4.668,112.289568,16.74186717,0.521071486,3LbNSBzHHBSuzhUUvuwFIB,3.4948845,IfcWallStandardCase,6.707111392,train
0.324,10.02427178,4.668,87.95818802,16.91231294,0.557783612,3Egy$LBd99weR14rW4bsiq,2.900941814,IfcWallStandardCase,5.200837302,train
0.254,0.569,4.668,3.816,47.3538152,1.249982916,3Egy$LBd99weR14rW4bsar,0.100729683,IfcWallStandardCase,0.080584848,train
3.292,0.324,4.778,30.212512,17.21273479,0.508933289,2d8HbdSu9Fr9Na0iagzNMs,0.893300994,IfcWallStandardCase,1.755241824,train
3.5495,0.467,4.77,34.843443,8.525377511,0.237332576,1VhuFNNWX7efxltD2ZAo93,0.969984504,IfcWallStandardCase,4.087026405,train
4.401,0.693,2.995,30.381646,5.248435763,0.210936013,2O2Fr$t4X7Zf8NOew3FNbT,1.221046341,IfcWallStandardCase,5.788704935,train
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,392141S2v0pO$YKAddJeik,2.030309841,IfcWallStandardCase,2.65734,train
1.92,0.324,4.668,16.904544,17.73945053,0.522396437,3LbNSBzHHBSuzhUUvuwD4n,0.49780987,IfcWallStandardCase,0.95293504,train
0.324,6.516,4.668,59.114208,16.89331594,0.52114456,0tIhQ6hmz02e5gznEed7vL,1.823623499,IfcWallStandardCase,3.499266112,train
20.26,0.467,4.77,194.49131,8.099158906,0.24244492,3LbNSBzHHBSuzhUUvuwBYQ,5.822015681,IfcWallStandardCase,24.0137664,train
0.324,4.122,4.668,37.127712,17.08660374,0.521304508,3Egy$LBd99weR14rW4bncr,1.132749605,IfcWallStandardCase,2.172913504,train
0.553,0.254,4.668,3.675076,43.15038699,1.210390241,0tIhQ6hmz02e5gznEed5r3,0.103087746,IfcWallStandardCase,0.085169016,train
3,0.324,4.668,23.74251735,18.65044131,0.615597684,1byTDaqS91rBnWJlv$n$IO,0.783672538,IfcWallStandardCase,1.273027107,train
0.55,0.324,4.778,4.426744,22.28018997,0.53949596,3NhaIUfh12PAdrGa$S3xZS,0.107189863,IfcWallStandardCase,0.1986852,train
0.254,1.281,4.668,10.259108,39.33480337,1.197963654,0tIhQ6hmz02e5gznEed4AA,0.312446929,IfcWallStandardCase,0.260815032,train
7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,3jBTpIvAj8guVuCfZVeGXO,2.249878032,IfcWallStandardCase,2.20482,train
3.556,0.324,4.668,31.929568,17.17260739,0.5213997,3Egy$LBd99weR14rW4bnId,0.96945483,IfcWallStandardCase,1.859331392,train
3.162,0.324,4.668,28.311072,17.25187928,0.521500535,3Egy$LBd99weR14rW4botA,0.85580469,IfcWallStandardCase,1.641042784,train
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,0RmXi_fKL81PypRqApjz1c,2.030309841,IfcWallStandardCase,2.65734,train
0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,0a26emm81ApgimaT$yxiRz,2.018395148,IfcWallStandardCase,3.31058,train
0.324,7.116000693,4.668,61.24862637,17.06298022,0.561183399,3Egy$LBd99weR14rW4boGz,2.014402636,IfcWallStandardCase,3.589562056,train
2.885,0.254,1.97,9.98604,38.9118595,3.020856985,2j55VthSj3Lu0J6fyrpH1c,0.775249476,IfcWallStandardCase,0.2566323,train
0.324,6.503,4.668,52.24284,17.36902549,0.594475414,3Egy$LBd99weR14rW4bmEA,1.788072908,IfcWallStandardCase,3.007816416,train
0.254,0.606,4.668,4.154408,42.41077299,1.207008344,1qc5HjZvrCsga38tqxQ3Fk,0.118234231,IfcWallStandardCase,0.097956432,train
0.324,14.04656437,4.88,130.8224425,16.78649577,0.517665085,3NhaIUfh12PAdrGa$S3yjE,4.03432686,IfcWallStandardCase,7.793314596,train
2.165,0.324,3.1,9.59616,19.62751508,1.08960907,2O2Fr$t4X7Zf8NOew3FL96,0.532724746,IfcWallStandardCase,0.488913648,train
15.4095,0.467,2.744328166,62.32657831,8.834452071,0.642821746,2rYzycbvf66xRydQGFbjyx,4.535072418,IfcWallStandardCase,7.054945549,train
0.324,4.122,4.668,37.127712,17.08660374,0.521304508,3LbNSBzHHBSuzhUUvuwF_3,1.132749605,IfcWallStandardCase,2.172913504,train
0.324,1.666,4.778,14.921608,17.93016073,0.510340387,3NhaIUfh12PAdrGa$S3y3B,0.42470892,IfcWallStandardCase,0.832207152,train
1.332,0.254,4.668,10.720352,39.25144906,1.197832329,1uDBQ9y7vCyxXlpVEuenCQ,0.327151851,IfcWallStandardCase,0.273119904,train
0.384,6.893637115,4.778,65.42202388,11.66393301,0.342860519,3NhaIUfh12PAdrGa$S3zOf,1.923075952,IfcWallStandardCase,5.608916291,train
1.837708286,6.878359876,0.868,10.74462979,19.50597091,3.38466684,2Ynk$BaAz6sA1QNF3FzSDF,1.864403075,IfcWallStandardCase,0.550837989,train
35.443,0.467,5.337,365.563912,8.276415238,0.232806975,3LbNSBzHHBSuzhUUvuwAJL,10.28293361,IfcWallStandardCase,44.1693537,train
7.675,0.35,2.8,21.06058658,16.1439474,1.658478358,0bs9nZ5AXBzgYLbnF6PKt0,2.163567942,IfcWallStandardCase,1.30455,train
0.254,1.58700004,4.668,13.02657236,38.92662564,1.197378208,1uDBQ9y7vCyxXlpVEuenPT,0.40069576,IfcWallStandardCase,0.334644274,train
0.254,1.55100004,4.668,12.70098836,38.96504947,1.19742714,1uDBQ9y7vCyxXlpVEuenQQ,0.390311532,IfcWallStandardCase,0.325958482,train
7.18,0.324,4.77,60.20486535,17.52668402,0.564801558,3Egy$LBd99weR14rW4boIX,1.940116093,IfcWallStandardCase,3.435040267,train
3.537747734,0.254,0.7,3.75222449,41.6362435,10.69307081,2j55VthSj3Lu0J6fyrpHVz,0.963650868,IfcWallStandardCase,0.090119189,train
0.324,1.621,1.85,5.450908,18.74861301,1.416286137,0GqcYYjeX4e8lXEYRY1v3B,0.411766216,IfcWallStandardCase,0.2907366,train
0.554,0.324,4.668,4.3592,22.22637735,0.552085025,3Egy$LBd99weR14rW4brq5,0.108278961,IfcWallStandardCase,0.196127328,train
0.254,0.581759694,3,2.481484334,42.9902205,1.928232555,2j55VthSj3Lu0J6fyrpHWZ,0.111301566,IfcWallStandardCase,0.057722066,train
0.361,0.254,3.2,1.307388,50.12606395,1.879505172,0tIhQ6hmz02e5gznEedAdB,0.049021254,IfcWallStandardCase,0.026082,train
0.939,0.254,4.668,7.16606,40.19102456,1.199661774,3pms57Ad5AVAb74jf4yKWf,0.213899704,IfcWallStandardCase,0.178300008,train
0.324,14.544,4.668,119.6346493,17.23245878,0.59879522,1qc5HjZvrCsga38tqxQ3nV,4.157076893,IfcWallStandardCase,6.942401595,train
0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,2wm7hePo58XgR6uMTw5R7c,2.030309841,IfcWallStandardCase,2.7417,train
9,0.617,1.45,30.3817,6.623435797,0.554434644,2O2Fr$t4X7Zf8NOew3FK80,2.543191712,IfcWallStandardCase,4.587,train
0.467,0.827,4.1495,7.396524,11.18682258,0.297538369,3LbNSBzHHBSuzhUUvuwBEV,0.196726968,IfcWallStandardCase,0.661181846,train
2.442,0.254,4.668,20.759192,38.37672527,1.196818758,1qc5HjZvrCsga38tqxQ33h,0.647397354,IfcWallStandardCase,0.540931824,train
0.324,2.39,4.778,21.730104,17.47914626,0.509339023,3Egy$LBd99weR14rW4bsMN,0.633211129,IfcWallStandardCase,1.24320168,train
0.543,0.254,4.668,3.584636,43.3155684,1.211208634,1qc5HjZvrCsga38tqxQ31A,0.10023514,IfcWallStandardCase,0.082756296,train
0.324,3.068,4.668,27.447776,17.2740099,0.521530927,3Egy$LBd99weR14rW4bm4Y,0.828693751,IfcWallStandardCase,1.588963776,train
1.556,0.254,4.778,13.056408,38.94883529,1.168648548,2d8HbdSu9Fr9Na0iagzeiO,0.391753749,IfcWallStandardCase,0.335219472,train
0.254,0.489,4.668,3.09626,44.40507984,1.217179005,0tIhQ6hmz02e5gznEed6Vm,0.084870981,IfcWallStandardCase,0.069727608,train
0.254,0.553,4.668,3.675076,43.15038699,1.210390241,3Egy$LBd99weR14rW4bsfy,0.103087746,IfcWallStandardCase,0.085169016,train
2.018,0.324,4.778,14.855828,18.80712966,0.715047025,3Egy$LBd99weR14rW4bs0u,0.564818545,IfcWallStandardCase,0.789904056,train
0.324,6.656,4.668,60.399968,16.88644918,0.521140253,3Egy$LBd99weR14rW4bn4R,1.8640304,IfcWallStandardCase,3.576830592,train
0.324,6.102,4.668,55.312032,16.91552801,0.521159139,0bk1ZfURb7DB4FOIglu8eO,1.704136634,IfcWallStandardCase,3.269896864,train
0.467,13.59004772,5.227,138.4297132,8.347936086,0.239052553,0$T_kKFfj6eQu9LjJc1L4V,3.964090758,IfcWallStandardCase,16.58250755,train
7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,1fvMW$7wTDaRBUyIH3nfc1,2.363522954,IfcWallStandardCase,2.371005,train
0.254,0.523334331,4.88,3.566769446,43.64993539,1.158093341,2d8HbdSu9Fr9Na0iagzMwD,0.094631342,IfcWallStandardCase,0.081713052,train
0.254,0.482,4.668,3.032952,44.57686319,1.218210493,0tIhQ6hmz02e5gznEed5rm,0.082885463,IfcWallStandardCase,0.068038704,train
4.694,0.324,4.668,39.004972,17.35331161,0.548051407,0bk1ZfURb7DB4FOIglu8bl,1.231853048,IfcWallStandardCase,2.247696168,train
1.070996918,0.254,4.778,8.563339448,39.77012841,1.169965046,3Egy$LBd99weR14rW4bg9z,0.251917915,IfcWallStandardCase,0.21532089,train
1.91,0.324,4.668,13.436716,19.05184599,0.728311291,1byTDaqS91rBnWJlv$nm2B,0.513656891,IfcWallStandardCase,0.70527108,train
2.746,0.324,4.668,24.490528,17.36220579,0.521661763,3LbNSBzHHBSuzhUUvuwF8b,0.735838071,IfcWallStandardCase,1.410565472,train
0.324,7.586,4.778,70.593288,16.83668682,0.508596186,3Egy$LBd99weR14rW4benO,2.132455001,IfcWallStandardCase,4.192825392,train
6.317,0.324,4.668,50.534616,17.39713558,0.648349492,3LbNSBzHHBSuzhUUvuwDxk,1.88330386,IfcWallStandardCase,2.904766464,train
0.574953941,0.467,3.108195686,3.934080766,13.51233681,0.456395122,0ayGa9swL6Jvmb9DQx3wjk,0.13287822,IfcWallStandardCase,0.291147329,train
0.254,0.456,4.778,2.866008,45.28640903,1.193418963,3NhaIUfh12PAdrGa$S3xF8,0.075527037,IfcWallStandardCase,0.063286272,train
7.675,0.35,2.72,33.41724545,15.15645062,1.02043615,2MXp30c_16cel5w3ARqyYL,2.249878032,IfcWallStandardCase,2.20482,train
0.742,0.254,4.668,5.384392,41.17470151,1.202395387,3Egy$LBd99weR14rW4bnzq,0.157236552,IfcWallStandardCase,0.130769424,train
0.324,4.122,4.668,37.127712,17.08660374,0.521304508,3Egy$LBd99weR14rW4bnhK,1.132749605,IfcWallStandardCase,2.172913504,train
0.254,1.166,4.668,9.219048,39.55505799,1.198339717,1uDBQ9y7vCyxXlpVEuenuM,0.279295542,IfcWallStandardCase,0.233068752,train
0.368,2.862,4.668,26.47855335,13.49554193,0.393407074,3Egy$LBd99weR14rW4bnCE,0.771873427,IfcWallStandardCase,1.962022235,train
7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,05uYNx8oPFK8NTFTdaTzC_,2.163567942,IfcWallStandardCase,1.26441,train
0.324,6.656,4.668,60.399968,16.88644918,0.521140253,3Egy$LBd99weR14rW4bnmH,1.8640304,IfcWallStandardCase,3.576830592,train
0.489,0.254,4.668,3.09626,44.40507984,1.217179005,1qc5HjZvrCsga38tqxQ3IA,0.084870981,IfcWallStandardCase,0.069727608,train
0.581999857,0.254,4.668,3.937350709,42.72026866,1.208367187,1qc5HjZvrCsga38tqxQ39q,0.111370213,IfcWallStandardCase,0.09216587,train
0.254,0.50856129,4.778,3.352935788,43.95560349,1.185470058,2d8HbdSu9Fr9Na0iagzeNi,0.09042772,IfcWallStandardCase,0.076280054,train
0.254,0.706,4.778,5.182008,41.4264782,1.174353771,2d8HbdSu9Fr9Na0iagzepj,0.146899058,IfcWallStandardCase,0.125089272,train
0.324,1.5,4.778,9.984556,20.13624444,0.832982515,35QeWibpT4DfyH3NIf2nyh,0.413034347,IfcWallStandardCase,0.49584996,test
0.254,0.395000627,4.668,2.246129671,47.74104189,1.241500689,1qc5HjZvrCsga38tqxQ3Et,0.058410362,IfcWallStandardCase,0.047048191,test
0.324,0.3975,4.668,2.921904,26.70324211,0.615227888,3Egy$LBd99weR14rW4bpD_,0.067319048,IfcWallStandardCase,0.10942132,test
0.324,10.826,4.668,95.32126,16.8859018,0.549845894,3Egy$LBd99weR14rW4bmY_,3.103891284,IfcWallStandardCase,5.645020392,test
6.14,0.324,4.778,56.995104,16.90260459,0.508635317,3Egy$LBd99weR14rW4behd,1.715103884,IfcWallStandardCase,3.37197168,test
2.6932,0.324,4.668,24.0056128,17.37884177,0.521688183,3Egy$LBd99weR14rW4bq8w,0.720614451,IfcWallStandardCase,1.381312582,test
3.353,0.324,4.668,30.065216,17.21097636,0.521446938,3Egy$LBd99weR14rW4boCk,0.910896308,IfcWallStandardCase,1.746862896,test
0.324,1.296,4.778,11.442128,18.39072177,0.511768826,3NhaIUfh12PAdrGa$S3ye4,0.318406449,IfcWallStandardCase,0.622168512,test
1.49,0.324,4.778,13.266504,18.11629185,0.510868464,3NhaIUfh12PAdrGa$S3zYs,0.374107382,IfcWallStandardCase,0.73229688,test
0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,28AXSkbJf0hvSi7hcmmxqq,1.387427928,IfcWallStandardCase,1.210865853,test
3.578975,0.254,4.668,31.0419939,38.07656008,1.196624539,0tIhQ6hmz02e5gznEed5FL,0.975550616,IfcWallStandardCase,0.815252056,test
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,0jkKTzZsT8o9nWNcimDtD_,2.030309841,IfcWallStandardCase,2.65734,test
1.964,0.254,0.7,2.008512,42.17082389,10.69668011,2j55VthSj3Lu0J6fyrpNPq,0.50946148,IfcWallStandardCase,0.047628,test
0.324,2.90896129,4.778,23.23442797,17.93225706,0.614896377,3NhaIUfh12PAdrGa$S3w05,0.796707605,IfcWallStandardCase,1.295677833,test
0.324,3.476104379,4.778,31.94382958,17.17638541,0.508888654,3NhaIUfh12PAdrGa$S3xKL,0.946407061,IfcWallStandardCase,1.859752725,test
0.324,5.875000352,4.668,53.22726724,16.92908272,0.521168521,3LbNSBzHHBSuzhUUvuwD9l,1.638622516,IfcWallStandardCase,3.144131795,test
0.254,0.640637115,3.5665,3.377980501,42.17000815,1.599830487,3Egy$LBd99weR14rW4bezE,0.1281526,IfcWallStandardCase,0.080103862,test
0.254,0.604,4.668,4.13632,42.43515966,1.207112464,0tIhQ6hmz02e5gznEed7Fr,0.117661945,IfcWallStandardCase,0.097473888,test
0.324,0.8,4.778,6.777744,19.89923759,0.519270803,3Egy$LBd99weR14rW4begp,0.176865297,IfcWallStandardCase,0.3406032,test
0.606,0.254,4.778,4.255608,42.40001741,1.178006396,2d8HbdSu9Fr9Na0iagzMBv,0.118234231,IfcWallStandardCase,0.100368072,test
0.254,0.499,4.668,3.1867,44.17362782,1.215827902,0tIhQ6hmz02e5gznEed7iE,0.087710224,IfcWallStandardCase,0.072140328,test
7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,2bw7aE2bD2wQIr6Z1HwmXj,2.163567942,IfcWallStandardCase,1.26441,test
0.514975,0.254,4.668,3.3311779,43.83437491,1.213928019,3Egy$LBd99weR14rW4bp2W,0.092252033,IfcWallStandardCase,0.075994648,test
0.3,2.12,2.8,10.888,21.81089744,1.111793885,3Is2UU0APDcB_aqbAc2OFx,0.555007507,IfcWallStandardCase,0.4992,test
1.383475,0.254,3.2,7.5526653,39.39364223,1.783799267,3Egy$LBd99weR14rW4beZB,0.341995258,IfcWallStandardCase,0.19172295,test
1.17,0.384,4.778,10.922984,13.36829288,0.34881246,3NhaIUfh12PAdrGa$S3zmB,0.285008187,IfcWallStandardCase,0.81708144,test
2.446,0.324,4.668,21.735328,17.46713178,0.521837637,3Egy$LBd99weR14rW4bqow,0.649351728,IfcWallStandardCase,1.244355872,test
7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,1t1yQ2ikH51hu_P1f3OvQ4,2.163567942,IfcWallStandardCase,1.26441,test
0.254,0.796,4.88,6.148368,40.82009216,1.146951539,2d8HbdSu9Fr9Na0iagzMgL,0.172755125,IfcWallStandardCase,0.15062112,test
