X,Y,Z,areas,ax1s,ax2s,global_ids,gyrations,types,volumes,Train
0.368,0.543,4.668,4.681544,18.18329327,0.428233135,3Egy$LBd99weR14rW4brVp,0.11025463,IfcWallStandardCase,0.257464032,train
4.350151139,0.368,4.668,39.98144936,12.83429964,0.384895179,3Egy$LBd99weR14rW4brbh,1.199026636,IfcWallStandardCase,3.115203048,train
6.26624839,0.324,4.778,34.70663159,17.45678921,0.929580535,2j55VthSj3Lu0J6fyrpHlW,1.848141074,IfcWallStandardCase,1.988145195,train
0.324,4.122,4.668,33.751724,17.48078578,0.620452666,3Egy$LBd99weR14rW4bm23,1.197963718,IfcWallStandardCase,1.930789864,train
2.652,0.324,4.778,24.193952,17.38156494,0.509174367,3NhaIUfh12PAdrGa$S3zWi,0.708735964,IfcWallStandardCase,1.391931744,train
0.549000123,0.324,4.668,4.313281128,22.30731684,0.552954929,3Egy$LBd99weR14rW4brDa,0.106917837,IfcWallStandardCase,0.193357236,train
0.324,1.756,4.778,15.767968,17.8512513,0.510136723,3NhaIUfh12PAdrGa$S3zZI,0.45060256,IfcWallStandardCase,0.883297632,train
0.825,0.254,4.778,6.284424,40.67390903,1.172073384,2d8HbdSu9Fr9Na0iagzeHi,0.181094128,IfcWallStandardCase,0.1545075,train
0.254,0.586637115,3.2,2.685579496,42.87651284,1.799241138,3Egy$LBd99weR14rW4beYh,0.112695851,IfcWallStandardCase,0.062635213,train
6.62172661,0.324,3.97,50.94736684,16.97097896,0.617628447,3NhaIUfh12PAdrGa$S3z6Y,1.854138359,IfcWallStandardCase,3.002028756,train
0.324,4.329,4.668,39.0288,17.06103862,0.521279063,3Egy$LBd99weR14rW4brxf,1.192477009,IfcWallStandardCase,2.287598128,train
0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,3NfNbxnML2IBwWEYA9lr71,1.387427928,IfcWallStandardCase,1.210865853,train
5.95,0.375,2.8,28.127,13.04168405,0.844732676,2MF42C4ojF9veVhf89ljCF,1.821834962,IfcWallStandardCase,2.1567,train
1.482,0.254,4.668,12.076952,39.04472701,1.197532702,3Egy$LBd99weR14rW4boQY,0.370409683,IfcWallStandardCase,0.309310704,train
2.811,0.467,3.14,17.74516188,8.992842802,0.381089882,2j55VthSj3Lu0J6fyrpG$a,0.751987086,IfcWallStandardCase,1.973253872,train
3.229,0.324,4.668,28.9264,17.23694375,0.521480577,3Egy$LBd99weR14rW4boE9,0.875129371,IfcWallStandardCase,1.678162928,train
0.324,1.91,4.668,13.073936,19.14813045,0.764026468,3Egy$LBd99weR14rW4bqt2,0.521661014,IfcWallStandardCase,0.68277872,train
0.43,0.254,4.778,2.625144,46.16956121,1.199475406,2d8HbdSu9Fr9Na0iagzNcO,0.068200684,IfcWallStandardCase,0.05685876,train
0.606,0.254,4.668,4.154408,42.41077299,1.207008344,3Egy$LBd99weR14rW4bnqq,0.118234231,IfcWallStandardCase,0.097956432,train
6.26624839,0.324,4.778,34.70663159,17.45678921,0.929580535,2j55VthSj3Lu0J6fyrpHlW,1.848141074,IfcWallStandardCase,1.988145195,train
2.296,0.324,4.778,17.47014,18.43392316,0.626755992,2d8HbdSu9Fr9Na0iagzMb4,0.593987228,IfcWallStandardCase,0.947716872,train
1.2831,0.254,0.488,0.7719444,45.82803305,18.58498542,3Y4YRln2r91vflHcHE5ITn,0.313052393,IfcWallStandardCase,0.016844371,train
1.999,0.324,2.268,8.39968,18.20787898,1.128408559,2_TmT90dD0x8tJSTjyTcuF,0.520558754,IfcWallStandardCase,0.461321168,train
4.666,0.324,4.668,42.123808,17.02448787,0.521244955,3Egy$LBd99weR14rW4bmvZ,1.289719995,IfcWallStandardCase,2.474306912,train
0.3,2.12,2.8,10.888,21.81089744,1.111793885,182FYHpoXADQXIXOcelprr,0.555007507,IfcWallStandardCase,0.4992,train
1.164,0.467,4.1495,10.238445,10.07171872,0.284057302,3LbNSBzHHBSuzhUUvuwBTL,0.28875956,IfcWallStandardCase,1.016553906,train
0.324,2.964,4.668,23.116652,17.93071587,0.585541548,3LbNSBzHHBSuzhUUvuwA4P,0.754892347,IfcWallStandardCase,1.289220808,train
0.324,3.786,4.668,34.041888,17.13438432,0.521355567,3LbNSBzHHBSuzhUUvuwEi_,1.035807736,IfcWallStandardCase,1.986758752,train
0.254,0.514,4.668,3.32236,43.85409136,1.214035809,0bk1ZfURb7DB4FOIglu8o2,0.091974634,IfcWallStandardCase,0.075759408,train
0.876,0.254,4.88,6.905808,40.42296735,1.145911283,2d8HbdSu9Fr9Na0iagzMQQ,0.195766017,IfcWallStandardCase,0.17083872,train
0.324,2.1664,4.668,19.1674816,17.59374689,0.522079089,3LbNSBzHHBSuzhUUvuwCyP,0.568778293,IfcWallStandardCase,1.089448525,train
0.324,1.47546717,1.09,2.807367421,19.94427617,2.628091206,2d8HbdSu9Fr9Na0iagzN0q,0.369931582,IfcWallStandardCase,0.140760557,train
0.254,0.457759694,3.2,1.898396211,45.46286872,1.820629441,0bpfxAz3XBrAx$RjFuHvR7,0.076024152,IfcWallStandardCase,0.04175707,train
4.4005,0.635,1.45,15.243185,6.673834943,0.533736005,2O2Fr$t4X7Zf8NOew3FK3E,1.219064712,IfcWallStandardCase,2.284021875,train
0.324,5.737016315,4.778,49.82945742,17.1761424,0.564611342,3NhaIUfh12PAdrGa$S3zt9,1.637985769,IfcWallStandardCase,2.901085485,train
4.64,0.324,4.668,41.885024,17.02711028,0.521247313,0bk1ZfURb7DB4FOIglu8oU,1.28221735,IfcWallStandardCase,2.45990208,train
0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,2w8QTb0MP8h8PKkXEQ47gy,2.030309841,IfcWallStandardCase,2.7417,train
0.933,0.324,4.668,7.839936,19.30517279,0.528447118,3Egy$LBd99weR14rW4bmhi,0.214605258,IfcWallStandardCase,0.406105456,train
0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,3TYRWdlML7CuFJawCZKyHA,2.018395148,IfcWallStandardCase,3.31058,train
0.324,2.929,4.668,26.1712,17.30952901,0.521581751,3Egy$LBd99weR14rW4bq_P,0.788607264,IfcWallStandardCase,1.511953328,train
6.08,0.324,4.668,55.109984,16.91679589,0.521160001,0bk1ZfURb7DB4FOIglu8mD,1.697787187,IfcWallStandardCase,3.25770816,train
0.405,0.254,4.778,2.393544,47.23000659,1.207556149,2j55VthSj3Lu0J6fyrpHX3,0.061197086,IfcWallStandardCase,0.05067846,train
3.679,0.324,4.778,33.85186,17.14078209,0.508847434,3Egy$LBd99weR14rW4bgvK,1.004938514,IfcWallStandardCase,1.974930888,train
0.324,7.106,4.778,55.951404,17.51781341,0.649993226,3Egy$LBd99weR14rW4bfai,2.076060106,IfcWallStandardCase,3.193971912,train
0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,1gQmKMrUz7gwoYGA9Jh9hS,0.57420769,IfcWallStandardCase,0.268374147,train
0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0tIhQ6hmz02e5gznEedAg_,0.084870981,IfcWallStandardCase,0.069727608,train
0.324,2.0385,4.778,18.424598,17.65374761,0.509679853,3Egy$LBd99weR14rW4bftQ,0.531935009,IfcWallStandardCase,1.043664972,train
0.254,7.839,4.668,69.56966,37.74647898,1.196501654,0tIhQ6hmz02e5gznEed46Q,2.20524445,IfcWallStandardCase,1.843076808,train
0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0tIhQ6hmz02e5gznEedAd$,0.133702406,IfcWallStandardCase,0.0621,train
0.543,0.254,4.668,3.584636,43.3155684,1.211208634,2g$QZpOGbBUxSNx_ZgxJgQ,0.10023514,IfcWallStandardCase,0.082756296,train
7.675,0.35,2.72,20.44344545,16.16836742,1.711128464,3XvHzMbaz6sPRw0vJHtuxI,2.163567942,IfcWallStandardCase,1.26441,train
0.543,0.254,4.668,3.584636,43.3155684,1.211208634,3Egy$LBd99weR14rW4bsbO,0.10023514,IfcWallStandardCase,0.082756296,train
0.254,0.55,4.668,3.647944,43.19895033,1.210628465,3Egy$LBd99weR14rW4bqli,0.102231763,IfcWallStandardCase,0.0844452,train
0.58,0.254,4.668,3.919264,42.74782251,1.208492098,3Egy$LBd99weR14rW4bqlt,0.110798616,IfcWallStandardCase,0.09168336,train
0.324,3.189,4.668,28.55904,17.24577994,0.521492331,3LbNSBzHHBSuzhUUvuwABT,0.863592159,IfcWallStandardCase,1.656001648,train
0.552,0.254,4.88,3.838176,43.14620565,1.155635768,2d8HbdSu9Fr9Na0iagzMIP,0.102802399,IfcWallStandardCase,0.08895744,train
0.254,0.606,4.778,4.255608,42.40001741,1.178006396,2d8HbdSu9Fr9Na0iagzNf5,0.118234231,IfcWallStandardCase,0.100368072,train
0.617,17.583,3.3,120.669062,5.819515602,0.23771942,2O2Fr$t4X7Zf8NOew3FNqI,4.929169601,IfcWallStandardCase,20.7352416,train
0.225,1.716000626,1.7,2.13555191,87.47772067,13.64687189,3qpE7fVkr8dRZ2wfCc6tpI,0.33315458,IfcWallStandardCase,0.024412523,train
0.254,0.56,4.668,3.734604,47.62711475,1.252900331,0tIhQ6hmz02e5gznEed4RU,0.098244175,IfcWallStandardCase,0.0784134,train
0.376,0.254,3.2,1.399008,49.06734007,1.863932984,0tIhQ6hmz02e5gznEed55c,0.053144457,IfcWallStandardCase,0.028512,train
0.324,4.122,4.668,37.127712,17.08660374,0.521304508,3Egy$LBd99weR14rW4bng5,1.132749605,IfcWallStandardCase,2.172913504,train
0.254,3.793084819,4.88,34.52476707,38.02101223,1.142401606,2d8HbdSu9Fr9Na0iagzMWO,1.037351376,IfcWallStandardCase,0.908044396,train
0.254,0.365000147,4.778,2.022985358,49.59511038,1.228668363,2d8HbdSu9Fr9Na0iagzese,0.050117402,IfcWallStandardCase,0.040790016,train
1.376,0.368,4.668,12.40512,14.05306975,0.388484676,3LbNSBzHHBSuzhUUvuwEr5,0.342928564,IfcWallStandardCase,0.882733824,train
0.254,1.3351,0.488,0.8075124,45.74344078,18.58292258,3Y4YRln2r91vflHcHE5ITs,0.32804573,IfcWallStandardCase,0.017653075,train
1.2552,0.368,4.668,11.2850624,14.24776476,0.389423935,3LbNSBzHHBSuzhUUvuwEug,0.308446516,IfcWallStandardCase,0.792058445,train
0.324,3.675,0.688,4.374424,20.80293248,4.773579826,1aj$VJZFn2TxepZUBcKphf,1.003784547,IfcWallStandardCase,0.2102792,train
0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,3wBk2gWUr7cxxX6up2TEKc,2.030309841,IfcWallStandardCase,2.7417,train
1.152696918,0.254,4.88,9.525574419,39.56369099,1.144106064,2d8HbdSu9Fr9Na0iagzMvg,0.275461343,IfcWallStandardCase,0.240765565,train
7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,1mSKBLiDbCZP9eniyO4hXN,2.363522954,IfcWallStandardCase,2.371005,train
0.254,0.85,4.88,6.65964,40.54131054,1.146207689,2d8HbdSu9Fr9Na0iagzMhD,0.188285245,IfcWallStandardCase,0.164268,train
3.573,0.467,5.337,39.198542,8.472912966,0.211127569,3LbNSBzHHBSuzhUUvuwASm,0.976747067,IfcWallStandardCase,4.626335967,train
0.543,0.254,4.668,3.584636,43.3155684,1.211208634,3Egy$LBd99weR14rW4bpxr,0.10023514,IfcWallStandardCase,0.082756296,train
7.35,0.539327575,4.668,66.79116484,16.93409561,0.521158786,3LbNSBzHHBSuzhUUvuwFjP,2.055545404,IfcWallStandardCase,3.944182574,train
2.4352,0.324,4.778,18.7817376,18.28982215,0.688110606,3Egy$LBd99weR14rW4bfms,0.706617742,IfcWallStandardCase,1.026895584,train
0.324,2.03,2.378,8.965464,18.14020208,1.07133313,0bpfxAz3XBrAx$RjFuHuSJ,0.529486859,IfcWallStandardCase,0.49423176,train
0.254,0.543,4.668,3.584636,43.3155684,1.211208634,1uDBQ9y7vCyxXlpVEuenVP,0.10023514,IfcWallStandardCase,0.082756296,train
7.375,0.375,2.72,31.98781631,13.49124793,0.996844357,3_XIV0Pe96tB6TwiOFBmX8,2.363522954,IfcWallStandardCase,2.371005,train
0.254,0.50856129,4.778,3.352935788,43.95560349,1.185470058,2d8HbdSu9Fr9Na0iagzeJi,0.09042772,IfcWallStandardCase,0.076280054,train
0.324,0.444759694,4.778,3.437064163,24.73718428,0.570061024,3Egy$LBd99weR14rW4bfgK,0.079206117,IfcWallStandardCase,0.138943225,train
1.308,0.324,2.168,5.123936,18.95034657,1.190324546,2$FBrUmUz2c9e1OcADYmDo,0.321848826,IfcWallStandardCase,0.270387456,train
7.526,0.324,4.668,65.30930135,17.27496085,0.565532417,3Egy$LBd99weR14rW4bofD,2.13803825,IfcWallStandardCase,3.780575939,train
8.81,0.467,5.337,91.781018,8.433580901,0.230908594,3LbNSBzHHBSuzhUUvuwAOJ,2.51293325,IfcWallStandardCase,10.88280519,train
0.384,1.23778029,4.778,11.56852348,13.23362741,0.348046179,3NhaIUfh12PAdrGa$S3zk_,0.304253722,IfcWallStandardCase,0.874176303,train
0.846,0.254,4.668,6.321188,42.8795849,1.212780745,3pms57Ad5AVAb74jf4yKXm,0.178784732,IfcWallStandardCase,0.147417192,train
1.857,0.467,2.227,8.5903495,9.821292327,0.542852661,0niaWDKEXA48tluuFcC0op,0.474814712,IfcWallStandardCase,0.874665901,train
0.324,1.547279221,4.668,13.14155593,18.4550171,0.524666553,3Egy$LBd99weR14rW4bqVs,0.373607611,IfcWallStandardCase,0.712085817,train
0.467,6.25,5.337,68.131558,8.210547512,0.210674061,3LbNSBzHHBSuzhUUvuwATn,1.748184511,IfcWallStandardCase,8.29805295,train
0.324,1.217801596,3.2,5.47182837,19.72003142,1.094900506,0bpfxAz3XBrAx$RjFuHwdC,0.30380822,IfcWallStandardCase,0.277475642,train
0.324,1.8,4.668,12.426476,19.2859607,0.802240996,3LbNSBzHHBSuzhUUvuwFMn,0.516905983,IfcWallStandardCase,0.64432756,train
0.254,0.606,4.668,4.154408,42.41077299,1.207008344,0tIhQ6hmz02e5gznEed5fV,0.118234231,IfcWallStandardCase,0.097956432,train
0.254,0.952,2.7,4.111216,40.49661151,2.143840362,0tIhQ6hmz02e5gznEed4ic,0.217642674,IfcWallStandardCase,0.10152,train
0.324,1.130000693,4.668,9.649190367,18.72719586,0.525655247,3Egy$LBd99weR14rW4boI1,0.270843942,IfcWallStandardCase,0.515250144,train
0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,1CMMYbtZr1e9csoq0X5p4_,2.018395148,IfcWallStandardCase,3.31058,train
0.384,0.8,4.778,7.399104,14.63977055,0.358453849,197mqEVor8ZRDjVbXCpp_u,0.18116659,IfcWallStandardCase,0.5054112,train
0.324,6.469,4.668,51.930584,17.37401912,0.59822073,3LbNSBzHHBSuzhUUvuwCwj,1.788069396,IfcWallStandardCase,2.988979328,train
0.254,1.17457431,4.668,9.296594057,39.53684265,1.198307018,1qc5HjZvrCsga38tqxQ3OJ,0.281766908,IfcWallStandardCase,0.235137493,train
3.086,0.467,4.77,30.359544,8.621274159,0.23759243,3LbNSBzHHBSuzhUUvuwBD2,0.83667422,IfcWallStandardCase,3.52146834,train
0.254,0.606451851,4.668,4.158494536,42.40529665,1.206985032,2j55VthSj3Lu0J6fyrpNIB,0.118363531,IfcWallStandardCase,0.098065451,train
0.324,13.79,4.668,111.112932,17.1468128,0.614720545,3Egy$LBd99weR14rW4bq30,3.983445956,IfcWallStandardCase,6.48009244,train
7.675,0.35,2.8,32.28718658,15.50129705,1.098405265,2aLm9SpA17kgM40Wrir9kq,2.287835375,IfcWallStandardCase,2.08287,train
0.254,0.981,4.88,7.899948,40.02520693,1.14499975,2d8HbdSu9Fr9Na0iagzMPG,0.225993547,IfcWallStandardCase,0.19737432,train
0.324,1.169,4.668,6.631372,22.49956306,0.997839254,0tIhQ6hmz02e5gznEed4Ci,0.294096524,IfcWallStandardCase,0.294733368,train
0.254,0.8,4.668,5.908944,40.81799794,1.201307698,3Egy$LBd99weR14rW4bpXN,0.173905147,IfcWallStandardCase,0.1447632,train
0.324,2.929,4.77,26.753212,17.2995382,0.50994032,3Egy$LBd99weR14rW4bqui,0.788607264,IfcWallStandardCase,1.54646972,train
9.17072661,0.467,2.614977946,38.91242902,8.877762394,0.609692378,2j55VthSj3Lu0J6fyrpHL7,2.672363858,IfcWallStandardCase,4.383134769,train
7.675,0.4,2.58,38.62473065,11.48790522,0.62263887,0aRreihpvAxPVmYNEVbBJO,2.093441597,IfcWallStandardCase,3.362208333,train
1.857,0.467,4.1495,13.31685,10.86214643,0.446679759,3LbNSBzHHBSuzhUUvuwB1J,0.547623565,IfcWallStandardCase,1.225986971,train
0.368,0.492,4.668,4.208672,19.20170455,0.443689397,3Egy$LBd99weR14rW4brgb,0.097248822,IfcWallStandardCase,0.219182208,train
0.324,8.402,4.778,68.138988,17.3395996,0.627359334,3Egy$LBd99weR14rW4bghB,2.465318182,IfcWallStandardCase,3.929674824,train
0.35,7.38,2.8,39.76808658,14.50490082,0.74052954,1bm9MoRXz26PSHtUizNpsU,2.030309841,IfcWallStandardCase,2.7417,train
0.467,1.226688534,2.7435,5.012481944,12.2338508,0.78811775,2j55VthSj3Lu0J6fyrpGR8,0.322909447,IfcWallStandardCase,0.409722337,train
4.383,0.368,4.668,40.286024,12.83051523,0.384890254,3Egy$LBd99weR14rW4bmnW,1.208501586,IfcWallStandardCase,3.139860192,train
0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,0OGQHxKDj5FeCrfeV7v3Xh,1.387427928,IfcWallStandardCase,1.210865853,train
0.6565,0.254,4.668,4.61113,41.86582562,1.204813701,0tIhQ6hmz02e5gznEed4II,0.132698986,IfcWallStandardCase,0.110140668,train
0.543,0.254,4.778,3.671976,43.30481282,1.182105761,2d8HbdSu9Fr9Na0iagzNTo,0.10023514,IfcWallStandardCase,0.084793716,train
1.91,0.324,4.668,13.436716,19.05184599,0.720439833,1byTDaqS91rBnWJlv$nnCv,0.508105379,IfcWallStandardCase,0.70527108,train
2.034,0.324,4.778,14.991892,18.78461917,0.67932338,3NhaIUfh12PAdrGa$S3yIx,0.542163919,IfcWallStandardCase,0.798094008,train
0.254,0.606,4.778,4.255608,42.40001741,1.178006396,2d8HbdSu9Fr9Na0iagzeyg,0.118234231,IfcWallStandardCase,0.100368072,train
0.225,0.37208546,1.7,0.599860653,92.95546574,7.778813797,3qpE7fVkr8dRZ2wfCc6tnc,0.050198278,IfcWallStandardCase,0.006453205,train
0.75,2.4,2.995,18.05356,6.320808638,0.236016468,2O2Fr$t4X7Zf8NOew3FKRH,0.674112713,IfcWallStandardCase,2.8562105,train
0.68,0.254,4.668,4.823664,41.65133128,1.204019377,0tIhQ6hmz02e5gznEed5$M,0.139438158,IfcWallStandardCase,0.11581056,train
0.254,7.812,4.668,69.325472,37.74740765,1.196501867,0tIhQ6hmz02e5gznEed49w,2.197450417,IfcWallStandardCase,1.836562464,train
4.694,0.324,4.668,39.004972,17.35331161,0.551906758,0tIhQ6hmz02e5gznEed5Yz,1.240518705,IfcWallStandardCase,2.247696168,train
0.361,0.254,3.2,1.307388,50.12606395,1.879505172,0tIhQ6hmz02e5gznEedAZg,0.049021254,IfcWallStandardCase,0.026082,train
7.768975,0.324,4.668,60.4935664,17.4479696,0.659575005,3Egy$LBd99weR14rW4bpNc,2.286801574,IfcWallStandardCase,3.467083437,train
0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,0hdUPW_RL4vwsBhjJMAv6p,0.57420769,IfcWallStandardCase,0.268374147,train
1.626,0.324,4.778,11.16946,19.68614738,0.813014107,3Egy$LBd99weR14rW4bsUQ,0.461285206,IfcWallStandardCase,0.567376632,train
0.606,0.254,4.778,4.255608,42.40001741,1.178006396,2d8HbdSu9Fr9Na0iagzNf6,0.118234231,IfcWallStandardCase,0.100368072,train
7.675,0.4,2.58,38.28533131,11.46988565,0.641100991,1UbBrjzU900vvtNYtFrNRW,2.139930998,IfcWallStandardCase,3.3379,train
0.324,1.893,4.668,13.280588,19.08534828,0.725766326,1byTDaqS91rBnWJlv$n$kI,0.505026338,IfcWallStandardCase,0.695852536,train
0.254,2.202,4.668,18.588632,38.48366561,1.196906924,1uDBQ9y7vCyxXlpVEuenA3,0.578137815,IfcWallStandardCase,0.483026544,train
0.254,4.646,4.668,40.05848213,38.12393263,1.206698398,3Egy$LBd99weR14rW4bpxF,1.267930743,IfcWallStandardCase,1.050743703,train
0.254,1.066,2.7,4.693528,40.14650586,2.142487463,0tIhQ6hmz02e5gznEed4rk,0.250478209,IfcWallStandardCase,0.11691,train
0.489,0.254,4.668,3.09626,44.40507984,1.217179005,0tIhQ6hmz02e5gznEed5fv,0.084870981,IfcWallStandardCase,0.069727608,train
0.464025,0.324,4.668,3.5328696,24.15170007,0.575647323,3Egy$LBd99weR14rW4boM2,0.084204711,IfcWallStandardCase,0.146278299,train
0.324,2.0385,4.668,17.992848,17.66450318,0.522227924,3Egy$LBd99weR14rW4bq7p,0.531935009,IfcWallStandardCase,1.018587832,train
0.254,1.51343871,3,6.551587658,39.73113379,2.333329027,2d8HbdSu9Fr9Na0iagzN1Q,0.384761475,IfcWallStandardCase,0.164898079,train
0.254,0.536,4.778,3.607128,43.42628999,1.182707449,2d8HbdSu9Fr9Na0iagzeuS,0.098239503,IfcWallStandardCase,0.083063232,train
3.981,0.324,4.778,36.691868,17.09486485,0.508797924,3Egy$LBd99weR14rW4bfv$,1.092067496,IfcWallStandardCase,2.146367832,train
4.092,0.324,4.668,36.852192,17.09053445,0.521308536,3LbNSBzHHBSuzhUUvuwCuu,1.124093709,IfcWallStandardCase,2.156292544,train
0.3,5.030023226,2.72,25.66575486,21.19620005,1.145814728,2T$ecebnPABRNqsBio_PSt,1.387427928,IfcWallStandardCase,1.210865853,train
0.3,2.12,2.8,10.888,21.81089744,1.111793885,109QohUjf8VOlVs1BtLyYg,0.555007507,IfcWallStandardCase,0.4992,train
0.3975,0.254,4.668,2.268734,47.61124689,1.240388253,3Egy$LBd99weR14rW4bqlE,0.059106014,IfcWallStandardCase,0.04765122,train
9.441151133,0.368,4.668,56.39920134,12.96352819,0.565009311,3Egy$LBd99weR14rW4brfr,2.458132801,IfcWallStandardCase,4.350605831,train
0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,2nx2BtCkX2cgIVUJbYFzvi,2.018395148,IfcWallStandardCase,3.31058,train
0.552,0.254,4.668,3.662252,47.88307564,1.255696578,0tIhQ6hmz02e5gznEed49X,0.096039723,IfcWallStandardCase,0.076483224,train
0.254,1.066001929,2.7,4.693537852,40.14650072,2.142487445,0tIhQ6hmz02e5gznEed5An,0.250478765,IfcWallStandardCase,0.11691026,train
5.016,0.324,4.668,45.338208,16.99194222,0.521216834,3Egy$LBd99weR14rW4bnwn,1.390720197,IfcWallStandardCase,2.668218112,train
5.545,0.324,4.778,48.023736,17.19996596,0.566713753,35QeWibpT4DfyH3NIf2o87,1.582311948,IfcWallStandardCase,2.7920832,train
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,1DiPUS2Un4zwxPBSKoUab5,2.030309841,IfcWallStandardCase,2.65734,train
0.467,20.3,4.77,186.84023,8.412590973,0.262782938,0otfaO0qPDAhynjJ6DnL_y,5.836302371,IfcWallStandardCase,22.209594,train
1.57425,0.324,4.778,14.058791,18.02124353,0.510590441,3Egy$LBd99weR14rW4bfkt,0.398323472,IfcWallStandardCase,0.780123246,train
0.324,3.402,4.668,30.515232,17.20126945,0.521434709,3Egy$LBd99weR14rW4brRZ,0.92503063,IfcWallStandardCase,1.774010464,train
0.4,7.38,2.58,37.41437679,11.30145678,0.609680222,3k2zEpWm12dhV9c2m$$NC2,2.018395148,IfcWallStandardCase,3.31058,train
0.361,0.254,3.2,1.307388,50.12606395,1.879505172,0tIhQ6hmz02e5gznEedAd_,0.049021254,IfcWallStandardCase,0.026082,train
0.324,4.078,4.668,33.347628,17.49234689,0.621622316,3Egy$LBd99weR14rW4bmq4,1.185068527,IfcWallStandardCase,1.906412456,train
0.254,0.710637115,3,3.21711665,41.66799849,1.919872952,3NhaIUfh12PAdrGa$S3zDw,0.148230188,IfcWallStandardCase,0.077208332,train
1.172,0.254,4.778,9.499032,39.5315222,1.169523638,3Egy$LBd99weR14rW4bgrG,0.28102491,IfcWallStandardCase,0.240290064,train
1.182,0.324,1.09,2.212216,20.41288315,2.636530207,0tIhQ6hmz02e5gznEed5J2,0.285730059,IfcWallStandardCase,0.10837352,train
5.95,0.375,2.8,28.127,13.04168405,0.844732676,3pP_0Hu253dxt18k04GbxJ,1.821834962,IfcWallStandardCase,2.1567,train
0.324,0.527728221,4.668,4.117919983,22.6792774,0.557092949,3Egy$LBd99weR14rW4brSx,0.101152437,IfcWallStandardCase,0.181571922,train
0.324,6.656,4.668,57.2509,17.16819523,0.57566402,3Egy$LBd99weR14rW4bnA9,1.919670809,IfcWallStandardCase,3.334706952,train
0.467,1.75,2.227,8.193818,9.767639107,0.541245123,0niaWDKEXA48tluuFcC0tN,0.454036434,IfcWallStandardCase,0.83887395,train
0.3,2.174976774,2.72,6.571911447,24.48787084,2.139579003,1u_i8s72f2yQaqtXLqpHw2,0.57420769,IfcWallStandardCase,0.268374147,train
1.376,0.254,4.668,11.118288,39.18534488,1.197732475,3pms57Ad5AVAb74jf4yKh$,0.339839668,IfcWallStandardCase,0.283735872,train
0.254,0.66,2.7,2.61968,42.18486312,2.153017808,0tIhQ6hmz02e5gznEed7Vs,0.133702406,IfcWallStandardCase,0.0621,train
0.254,1.3351,0.488,0.8075124,45.74344078,18.58292258,3Y4YRln2r91vflHcHE5ITm,0.32804573,IfcWallStandardCase,0.017653075,train
0.324,5.326,4.668,41.433272,17.58836312,0.678130892,3Egy$LBd99weR14rW4bppS,1.597487016,IfcWallStandardCase,2.355720752,train
0.35,7.38,2.72,38.60934545,14.52932084,0.764038415,2OprsNDab5A9Ew9vmFApmo,2.030309841,IfcWallStandardCase,2.65734,train
0.254,7.681759694,4.778,69.80544581,37.74122583,1.1677534,2j55VthSj3Lu0J6fyrpHaa,2.159854241,IfcWallStandardCase,1.849580777,train
0.254,0.489,4.668,3.09626,44.40507984,1.217179005,1qc5HjZvrCsga38tqxQ31p,0.084870981,IfcWallStandardCase,0.069727608,train
0.324,1.67,1.85,5.62476,18.70169769,1.415935268,0GqcYYjeX4e8lXEYRY1vT3,0.425859523,IfcWallStandardCase,0.300762,train
0.951085966,0.951085966,4.668,10.18343083,19.59141074,0.530041839,3Egy$LBd99weR14rW4bqVN,0.275510757,IfcWallStandardCase,0.519790584,train
1.016,0.254,4.778,8.053848,39.92488943,1.170277111,2d8HbdSu9Fr9Na0iagzev4,0.236074141,IfcWallStandardCase,0.201724992,train
3.484,0.254,0.7,3.692672,41.64605044,10.69311698,2j55VthSj3Lu0J6fyrpNMZ,0.948137297,IfcWallStandardCase,0.088668,train
2.19,0.368,4.668,19.952528,13.3574146,0.385948245,3Egy$LBd99weR14rW4bm76,0.576507011,IfcWallStandardCase,1.49374176,train
0.48887953,0.324,4.668,3.421213172,27.21760907,0.624986631,3Egy$LBd99weR14rW4bqUb,0.078559894,IfcWallStandardCase,0.12569852,train
5.95,0.375,2.8,28.127,13.04168405,0.844732676,2e1embxPL5l9TtVPJxmRQe,1.821834962,IfcWallStandardCase,2.1567,train
3.066,0.324,4.668,27.429408,17.27449654,0.521531606,3Egy$LBd99weR14rW4bn6b,0.82811694,IfcWallStandardCase,1.587855712,train
7.0035,0.467,1.550828166,22.20384446,10.59855362,0.836312825,2cDwFtdqL6M96IeSv7p9GS,1.752065476,IfcWallStandardCase,2.094988171,train
0.581999857,0.254,4.668,3.937350709,42.72026866,1.208367187,1qc5HjZvrCsga38tqxQ3Ow,0.111370213,IfcWallStandardCase,0.09216587,train
